COMID,totco2g_m2_day_fill
23102598,0.011512787
23102600,0.01663561
23102602,0.014071125
23102606,0.014845669
23102608,0.108555701
23102610,0.72158426
23102612,0.011799687
23102614,0.003113886
23102616,0.013226588
23102618,0.019989974
23102620,0.009680239
23102622,0.104757033
23102624,0.058091618
23102626,0.006604079
23102628,0.021359352
23102630,2.591855049
23102632,0.000652445
23102634,0.806536615
23102636,0.004991824
23102644,0.000404896
23102646,0.006590529
23102648,1.841158271
23102650,0.019445254
23102654,1.873975515
23102656,0.001172004
23102660,0.018175821
23102662,0.006950887
23102664,0.001409005
23102666,0.002056563
23102670,0.001262209
23102672,0.029713338
23102676,0.000542605
23102680,0.013024037
23102684,0.002937312
23102686,0.001661571
23102688,0.001591939
23102690,0.00125873
23102696,0.097030059
23102700,0.018347435
23102706,0.104757033
23102708,0.000713994
23102710,0.544870034
23102712,3.097532838
23102716,0.000903797
23102720,0.003761714
23102722,0.006132095
23102724,0.257674068
23102728,0.795591772
23102730,0.001710876
23102732,3.369357586
23102734,3.753876929
23102736,0.016830308
23102738,0.0123698
23102740,0.001613701
23102742,0.00328321
23102746,0.003195447
23102748,0.076359652
23102750,0.017805472
23102752,0.034273253
23102754,0.004072045
23102756,0.006606049
23102758,0.001309395
23102762,0.001170082
23102764,1.837467685
23102768,0
23102770,9.130287771
23102772,0.002811215
23102774,0.01477536
23102776,0.002376009
23102782,0.137775123
23102784,0.004486519
23102786,15.02071027
23102788,1.607399669
23102792,1.050878929
23102794,0.034376285
23102796,0.001741562
23102798,0.021764023
23102800,0.002365533
23102804,0.003913154
23102806,0.002442199
23102808,0.014005105
23102810,3.640827388
23102812,2.722389352
23102814,96.60004425
23102816,3.140387335
23102818,0.374921452
23102820,1.013848948
23102824,9.148265576
23102826,2.294220095
23102828,0.091158293
23102830,2.073727091
23102832,0.000833893
23102834,0.00289076
23102836,1.826002922
23102838,4.036333084
23102840,0.276831806
23102842,2.148780823
23102846,0.004486401
23102848,3.237921766
23102852,0.031270554
23102854,0.002710521
23102856,0
23102858,0.009474316
23102862,0.00123057
23102864,0.002912867
23102866,0.771651626
23102868,0.002878236
23102870,0.002547548
23102872,0.125595972
23102874,97.38903046
23102876,0.007725678
23102878,4.275799533
23102880,0.013725074
23102884,0
23102886,0.007902704
23102888,0.00225313
23102890,0.022936462
23102892,0.011221866
23102896,0.047137801
23102898,0.00151002
23102900,0.530194163
23102902,0.000309661
23102904,97.68373108
23102908,0.006946437
23102910,0.681050094
23102912,0.608624399
23102914,0.75092268
23102916,0.001460525
23102918,0.00936831
23102920,0.006110492
23102924,0.002284456
23102926,0.026715256
23102928,0.101924382
23102930,0.026821051
23102934,1.370557854
23102936,0.32252444
23102940,4.254744209
23102942,2.410107167
23102950,0.001894544
23102952,0.009085785
23102954,0.005171072
23102958,0.005206676
23102960,0.005119765
23102962,2.533906693
23102970,0.018768187
23102974,0.063603418
23102976,0.004597885
23102978,0.001434055
23102980,0.026714227
23102982,0.000681551
23102984,0.275236189
23102986,0.020909215
23102994,0.090327471
23102996,0.090327471
23102998,0.334656537
23103002,0.001550241
23103004,0.112862878
23103006,0.007789691
23103008,47.84208984
23103010,0.008202209
23103012,0.137010232
23103014,4.453981909
23103016,0.004482882
23103020,0
23103022,0
23103024,0.005619223
23103026,10.35611206
23103028,3.054524642
23103030,1.237782172
23103032,0.001271652
23103034,0.000458838
23103036,0.008931619
23103038,0.109133482
23103040,0.001404442
23103042,0
23103046,0.002426474
23103048,0.00029777
23103050,0.061572287
23103052,1.239096999
23103054,1.238461494
23103056,0
23103058,0.001000809
23103060,0.484740317
23103062,0.007785134
23103064,0.000206475
23103066,3.121548143
23103068,1.006899052
23103070,0.007340913
23103072,0.00537335
23103074,1.525789639
23103076,0.03319588
23103078,0.001953941
23103080,0.000669386
23103082,1.630492015
23103084,0.000652519
23103086,0.738327801
23103088,1.8623459
23103090,0.102628492
23103094,0.468134522
23103096,0.003625962
23103098,0.008184755
23103102,17.28458933
23103106,0.000960805
23103110,0.002463633
23103112,4.553954594
23103114,0.044054602
23103116,1.548593768
23103118,1.511418051
23103120,5.250416279
23103122,1.335000157
23103124,0.003622782
23103126,0.008794475
23103128,1.610420647
23103130,1.333189845
23103132,7.248541853
23103134,0.147516114
23103136,0.01645357
23103138,17.10733414
23103144,7.158405839
23103146,0.003349722
23103148,0.004411139
23103150,0.001423903
23103152,0.098485336
23103154,0.082189401
23103156,0.006034716
23103158,0.006869113
23103160,6.467748063
23103162,6.706728889
23103164,0.002316997
23103166,0.001524137
23103168,0.0069074
23103170,0
23103174,0.000608304
23103178,0.003434477
23103180,0.000784461
23103184,2.567151785
23103184,2.567151785
23103184,2.567151785
23103188,0.001925288
23103190,0.003284201
23103192,0.000813396
23103194,0.001341064
23103196,0.007031339
23103198,0.017168109
23103200,0
23103202,0.176066115
23103204,1.685492972
23103206,0.002063479
23103208,0.646317661
23103210,0.409249544
23103212,0.007898167
23103214,0.005619285
23103218,0.009402162
23103220,0.005966248
23103222,0.00085072
23103224,0.007792863
23103226,0.001844022
23103228,0.004898126
23103230,5.65562582
23103232,0.020347525
23103234,0.114601001
23103236,0.003880657
23103238,0.247101858
23103240,2.663749259
23103244,0.002435352
23103246,0.001550957
23103248,0.473056542
23103250,0.000268889
23103252,0.003044675
23103254,0.000844318
23103256,0.003025831
23103258,0.00090233
23103260,99.27082062
23103262,0.011131647
23103266,0.352312207
23103268,0.001514886
23103272,0.006443953
23103276,0.063013278
23103278,0.008810681
23103280,0.001285307
23103282,0.000294672
23103284,0.076111826
23103288,0.658505662
23103290,0.393474032
23103292,1.465821028
23103294,0.06438656
23103296,0.001515233
23103298,0.002083406
23103300,0.001358787
23103304,0.007968548
23103306,0.00264927
23103308,0.002995668
23103312,97.9637146
23103314,0.001482145
23103316,0.006997632
23103318,0.000847812
23103320,0.41824764
23103322,0.005100635
23103324,0.005574723
23103326,0.01129329
23103328,0.007330454
23103330,0.029645644
23103332,0.62507689
23103334,0.837588191
23103336,0.003165357
23103338,4.523182757
23103340,0.018236768
23103344,0.001481309
23103346,0.002015413
23103348,0.01507261
23103350,0.007645046
23103352,0.005541359
23103354,2.297435999
23103354,2.297435999
23103356,2.443765173
23103360,0.075630151
23103362,0.003316911
23103364,0.004553665
23103366,0.001287353
23103368,0.00095403
23103370,0.001593554
23103372,0.003850971
23103374,8.351830762
23103376,1.018778331
23103378,3.648982132
23103380,0.004335247
23103382,0.006247427
23103384,0.00362817
23103388,0.002486798
23103390,0.017661575
23103392,0.001284124
23103394,0.001012377
23103396,0.78593564
23103398,0.000981219
23103400,0.245588102
23103402,0.054682288
23103404,0.79330194
23103406,0.006889329
23103408,0.007391935
23103410,0.005057036
23103412,0.008089494
23103416,0
23103418,0.003462633
23103420,0.002842874
23103422,0.001053223
23103424,0.001129007
23103430,6.647697879
23103432,3.891988178
23103434,1.810098886
23103438,0.004493594
23103440,0.010974414
23103444,0
23103446,0.019853453
23103448,0.007288157
23103450,0.001278839
23103454,0.001367354
23103458,2.005720972
23103460,0.003378227
23103462,0.005461352
23103464,0.021197415
23103466,0.097985551
23103468,0.008225514
23103470,0.000792622
23103472,4.656396297
23103474,1.917782115
23103476,0.007034598
23103478,0.002490201
23103480,0.001599162
23103482,0.008918421
23103484,0.03975666
23103486,0.004693714
23103488,0.005864364
23103490,0.000854346
23103492,0.002234601
23103494,0.00334759
23103496,3.222323423
23103498,0.001752758
23103500,0.000481486
23103502,0.002213735
23103504,0.388805926
23103506,0.005314388
23103508,2.054632902
23103510,0.001511938
23103512,1.108332682
23103514,0.042156642
23103516,0.243997768
23103518,0.711495697
23103520,0.001625079
23103524,2.37237371
23103526,0.005371238
23103528,1.589613708
23103532,0.005692107
23103534,0.003875137
23103536,0.002360082
23103538,0
23103540,0.006211179
23103542,0.004756168
23103544,0.001446304
23103546,4.747591972
23103546,4.747591972
23103548,0.003711726
23103550,5.137057781
23103552,0
23103554,0.001457519
23103556,0.998411627
23103558,1.197745054
23103560,0.015704003
23103562,0.001849848
23103564,0.003612076
23103566,0.003179816
23103568,1.44007957
23103570,0.005321687
23103572,0.632083774
23103574,0.675578713
23103580,0.002781269
23103582,0.000882735
23103584,0.003083816
23103586,0.014181441
23103588,0.00403906
23103590,0.004081332
23103592,0.007643232
23103594,0.731530547
23103596,1.736149062
23103600,0.206737039
23103602,0.731530547
23103604,0
23103608,0.002600081
23103610,0.009969492
23103612,0.007648253
23103614,0.38886103
23103616,0.004608025
23103618,0.01647702
23103620,1.621571779
23103622,0.448341581
23103624,0.001488597
23103626,0.00133425
23103628,0.034436005
23103630,0.001014227
23103632,1.906405903
23103634,0.009925934
23103636,0.004115485
23103638,5.149909973
23103640,0.003218101
23103642,0.003712601
23103644,0.022637122
23103646,0.004106445
23103648,0.852722091
23103650,0.005951984
23103652,0.003251562
23103654,0.002084403
23103656,0.004229547
23103660,0.005569857
23103662,0.009018539
23103666,5.711588976
23103668,0.001314967
23103670,0.003709942
23103674,0.000748375
23103676,0.501054259
23103678,0.001117248
23103680,1.296026561
23103682,0.008243949
23103684,0.003431557
23103686,0.004055098
23103688,1.22571763
23103690,0.025991568
23103692,1.076016849
23103696,0.012240643
23103700,93.89469147
23103702,1.548766851
23103704,0.001605663
23103706,0.001181093
23103708,0
23103710,0.877078891
23103712,4.458054631
23103716,0.004027996
23103718,0.004545855
23103720,0.000883935
23103722,0.525956217
23103724,0.120108262
23103726,3.503184402
23103728,0.000416637
23103730,0.000240001
23103732,0.002248827
23103736,0.013755868
23103738,0.005216148
23103742,2.747429141
23103744,0.002883748
23103746,0.178429827
23103748,98.65190125
23103750,0.819439888
23103752,0
23103756,0.001049706
23103758,0.006699396
23103760,0.010110526
23103764,1.446440389
23103766,0.068343744
23103768,1.655388854
23103770,0.004115417
23103772,0.008383734
23103774,0.007181845
23103776,0.002169841
23103778,0.00164916
23103780,0.097929694
23103782,0.013637994
23103784,0.000943091
23103786,0.001684871
23103788,1.293013367
23103790,0.002913178
23103792,0.000539632
23103794,0.003895317
23103796,0.720910799
23103798,0.000781809
23103800,0.032312208
23103802,0.003261887
23103804,0.005164904
23103806,0.010492242
23103808,0.001925231
23103810,1.911883044
23103812,2.337757724
23103814,0.673378853
23103816,1.189585751
23103820,0.001056423
23103822,1.459039929
23103824,0.147048935
23103826,0.002474723
23103828,0.002234079
23103830,0.002548641
23103832,0.022349102
23103834,0.000397719
23103838,0.001065378
23103840,0.005358504
23103842,0.213058487
23103844,0.018947752
23103846,0.00167636
23103848,0.013276633
23103850,0.004018629
23103852,0.003586091
23103854,0.476677388
23103856,0.004577084
23103858,0.154011176
23103860,0.039714334
23103862,0.001351151
23103864,1.884349111
23103866,0.008876574
23103868,0.015630194
23103870,0.072398039
23103872,0.05084174
23103874,0.446224134
23103876,0.007624253
23103878,10.90695917
23103880,0.049812777
23103882,0.054776354
23103884,1.599257469
23103886,0.005491198
23103888,0.035021018
23103890,5.113471985
23103892,0.010677848
23103894,0.015787624
23103896,0.014200031
23103900,0.001177867
23103902,0.00080286
23103904,0.237744308
23103906,0.008696157
23103908,0.574844146
23103910,0.009340974
23103912,0.003579026
23103914,2.97184152
23103916,0.005083098
23103918,0.000720317
23103920,0.004168187
23103922,0.001104162
23103924,0.002560102
23103926,0.002137595
23103928,7.037853138
23103932,0.558539629
23103934,0.002406603
23103936,0.001837451
23103938,5.794995842
23103940,0.003329156
23103942,0.009504891
23103944,6.138949799
23103946,0.994387727
23103948,0.158758059
23103950,0.005963159
23103952,2.100437156
23103954,9.092231389
23103956,0.007177488
23103958,0.96680954
23103960,0.005702404
23103962,0.005360503
23103964,0.002542437
23103966,0.001141723
23103968,0.001589109
23103970,0.000593778
23103972,0.810680568
23103974,0.114125744
23103976,1.293715422
23103978,0.003690572
23103980,0.009745051
23103982,103.5300064
23103984,0.37154001
23103986,0.914749717
23103990,0.001586465
23103992,0
23103994,0.626098712
23103998,0.001869239
23104000,0.036247676
23104002,0.000705195
23104004,0.003579959
23104006,0.050548197
23104008,0.067542106
23104010,0.120897226
23104012,0.003340206
23104014,2.388736248
23104016,0.001840288
23104018,0.114125744
23104020,0.347180098
23104022,0.001479229
23104024,0.001014493
23104026,0.206163794
23104028,0.047701631
23104030,27.50903981
23104036,0.012207953
23104038,0.003012597
23104040,0.102752455
23104042,0.005436698
23104044,0.005835167
23104046,0.656691709
23104048,0.527036178
23104050,23.06269949
23104052,0.009258952
23104054,0.002743196
23104056,0.01170083
23104058,0.00652506
23104060,0.010809234
23104062,2.13483363
23104064,0.666296199
23104066,107.7677536
23104068,1.757432031
23104070,0.005410372
23104072,0.001929912
23104076,0.000372131
23104080,0.010615734
23104082,2.182896261
23104084,0.127644926
23104086,0.002637845
23104088,1.261154859
23104090,0.006608457
23104092,0.006051035
23104094,2.778226851
23104096,1.807588037
23104098,0.001325599
23104100,0.004055914
23104102,0.00599408
23104104,0.00216702
23104106,0.007483894
23104108,1.211055543
23104110,2.906402746
23104112,2.023840172
23104114,0.006396308
23104116,1.95001402
23104118,0.002774578
23104120,0
23104124,0.238319218
23104126,0.194493428
23104128,0.003586212
23104130,0.018533667
23104132,0.264450744
23104134,0.091713935
23104138,0.002379091
23104140,0.11837693
23104142,0.014415456
23104144,0.223791853
23104146,0
23104148,0.001310703
23104150,0.027848937
23104152,0.002416129
23104154,0.845027447
23104156,0.004238368
23104158,96.78968048
23104160,2.451958529
23104162,3.038716041
23104164,0.029699726
23104166,0.882591496
23104168,1.379160514
23104170,0.185765713
23104172,4.508253098
23104174,0.198020688
23104176,0.002761774
23104178,0.039467659
23104180,0.001415076
23104182,0.228253171
23104184,0.008820305
23104186,0.143339485
23104190,0.004632214
23104192,0.180855364
23104194,0.15963535
23104196,0.007105603
23104198,0.001377641
23104200,1.792320238
23104202,0.004355095
23104204,0.002006336
23104206,0.000890545
23104208,0.014990719
23104210,3.018001599
23104212,0.00897641
23104214,0.00756189
23104216,0.002473051
23104218,0.001990502
23104220,0.009070101
23104222,0.003519931
23104224,1.073148131
23104226,0.478883558
23104228,0.2551741
23104232,0.003023208
23104234,0.227151036
23104236,0.00254709
23104238,0.005401427
23104240,0.292530656
23104242,0.00482681
23104244,0.005449138
23104246,0.005582198
23104248,0.440875649
23104250,1.362566352
23104252,2.519314185
23104254,0.003874499
23104256,0.301810861
23104258,0.011693134
23104260,0.316241503
23104262,0.019459052
23104264,0.005706536
23104266,0.048688992
23104268,0.01048158
23104270,0.00978314
23104272,0.007103601
23104274,0.023064524
23104276,0.001551639
23104278,0.005575398
23104280,0.009630596
23104282,0.033644038
23104284,1.09189713
23104286,0.009695827
23104288,0.006940719
23104290,97.16365051
23104292,0.000346208
23104294,0.001230518
23104296,0.006861686
23104298,0.001866297
23104300,0.005989492
23104302,0.118915403
23104304,0.225643158
23104306,0.00584584
23104308,0.521772385
23104310,0.00563343
23104312,0.00639052
23104314,111.9200516
23104316,0.052529927
23104318,0.000581988
23104320,0.011894393
23104322,0.000671354
23104324,0.040431099
23104328,0.000887145
23104330,0.050023035
23104332,1.918236017
23104334,0.000292987
23104340,0.003003434
23104342,0.007251227
23104346,0.450942839
23104348,0.021258831
23104350,0.04198915
23104352,0.060097899
23104354,0.000223891
23104356,0.011544936
23104358,0.008173175
23104360,0.00098898
23104364,0.022986736
23104366,0.097434485
23104368,0
23104370,0.023911073
23104374,0.005258745
23104376,0.001458343
23104380,0.202509031
23104382,0.002223658
23104384,0.000189132
23104386,0.047701631
23104390,0.066351096
23104392,0.243547469
23104396,0.002564256
23104400,0.002155181
23104402,0.001747746
23104404,0.214839369
23104408,0.0388552
23104410,0.010731161
23104412,0.014808762
23104414,0.139797077
23104416,0.084830135
23104418,0.166839406
23104420,0.007727452
23104422,0.005005913
23104426,0.033085178
23104430,0.276338976
23104434,0
23104438,0.20243673
23104440,0.001142978
23104444,0.049701452
23104450,1.228895545
23104454,0.10181538
23104456,0.079255157
23104458,0.007587602
23104462,0.088895485
23104464,0.01012494
23104466,0
23104468,0.007208548
23104470,0
23104472,0.00181073
23104474,0.062682825
23104476,0.012187133
23104478,0
23104480,0
23104484,0.008775468
23104486,0.004998305
23104490,0.042200849
23104492,1.210438358
23104494,0.120025674
23104496,0.064275152
23104500,0.00553023
23104502,1.945882872
23104508,0.411718177
23104510,0.020172804
23104514,0.007294836
23104518,0.050719526
23104520,0.010344473
23104528,0.121705777
23104530,0.011874528
23104536,0.502200684
23104540,0.000408025
23104544,0.173307538
23104546,95.30019379
23104550,0.001017428
23104554,0.000583274
23104556,0.000542077
23104558,0.383718387
23104564,0.004360606
23104570,0.007078827
23104572,0.055849344
23104574,0.002827413
23104576,0.001238188
23104578,0
23104580,0.001442692
23104584,0.007690673
23104586,4.957331341
23104590,0.001729523
23104594,0.038990764
23104600,0.663604283
23104602,0.109504281
23104604,0.001015007
23104606,5.349583024
23104612,0.001463282
23104614,0.061227279
23104616,0.717665431
23104618,0.214129984
23104626,0.330043182
23104628,0.049236162
23104640,0.00352584
23104644,0.002951405
23104650,0.000882383
23104652,0.000473139
23104654,0.029775372
23104660,0.001122219
23104662,1.944021684
23104664,0
23104670,0.005632293
23104672,0.088658365
23104674,0.111671478
23104676,0.008491413
23104678,0.02131898
23104684,0
23104686,0.00362819
23104688,0.001169242
23104692,0.001632669
23104694,0.110907764
23104696,0.028127818
23104698,0.001022588
23104700,0.321367849
23104706,0.062458426
23104708,0.27254108
23104712,1.085893276
23104718,0.000646262
23104720,0.364027098
23104724,0.000917898
23104728,0.097985551
23104730,0.068121061
23104734,0.007697277
23104736,1.501794899
23104738,0.015633188
23104740,0.314417238
23104742,0.001971852
23104744,0.00198473
23104746,0.00688267
23104748,0.003527689
23104752,0.008863461
23104754,0.151245416
23104756,0.070287719
23104760,0.045466168
23104762,0.001857007
23104764,0.083779603
23104766,0.011716216
23104768,1.113984409
23104770,0.71689117
23104772,0
23104774,0.679347043
23104776,0.005049092
23104782,0.440179139
23104784,0.001987358
23104786,0.004688507
23104788,0.000905723
23104790,0.002159249
23104792,0.356991704
23104794,2.450617243
23104796,0.542301584
23104800,0.005871319
23104804,0.121102986
23104806,0.00348691
23104808,1.162469933
23104810,0.028572387
23104812,0.005662613
23104814,0.050719526
23104818,0.007501181
23104820,0.000337856
23104822,0.01477917
23104824,1.75636777
23104826,99.67943573
23104828,0.00047991
23104830,0.001649261
23104832,0.004345955
23104834,0.208901314
23104836,0.003719115
23104840,0.002045373
23104848,0.02566027
23104850,0.176305247
23104852,1.847645351
23104854,0.001281881
23104858,0.002433934
23104864,1.087495273
23104866,0.243478926
23104868,0.35548865
23104874,0.000518398
23104876,0.218098833
23104878,0.054504256
23104880,0.000953578
23104886,0.473657841
23104888,0.004269735
23104890,0.000291634
23104892,4.880435572
23104894,12.41943932
23104896,0.002634367
23104904,0.001613
23104910,0.003856426
23104912,0.189323853
23104914,1.857598066
23104916,0.258895227
23104918,0.071245742
23104920,0.072259132
23104924,0.003994723
23104926,0.003462523
23104928,0.052529927
23104930,0.007908124
23104932,0.955304384
23104934,0.447927103
23104938,0.346629381
23104940,2.918704193
23104946,0.006872044
23104948,0.001597331
23104950,0.003425258
23104952,0.004149832
23104954,0.199030611
23104956,0.002457788
23104958,0.001217756
23104960,0.000856967
23104962,0.057473016
23104964,0.013150365
23104968,0.071529329
23104970,0.056909418
23104972,0.005303864
23104976,0.99129605
23104978,0
23104980,0.001626555
23104982,0.016561205
23104984,0.003159003
23104986,0.002880431
23104988,2.587978366
23104990,0.005142152
23104992,1.752867319
23104994,0.002105398
23104998,2.031750103
23105000,0.303898923
23105002,0.002208947
23105004,0.463163742
23105006,0.002193036
23105008,0.512015793
23105010,0.001535504
23105012,100.2032394
23105016,0.34360243
23105018,0.003926679
23105020,0
23105024,2.510201744
23105028,0.001605089
23105030,96.8581543
23105034,0.552271449
23105036,0.214331162
23105038,0.056882704
23105040,0.022206687
23105042,0.433657881
23105044,0.027044275
23105048,0.391169861
23105050,0.020368675
23105056,0.213188294
23105058,0.002459651
23105060,0.006971995
23105066,1.725510438
23105068,0.003135297
23105070,0.006350592
23105072,0.937814996
23105074,0.00387553
23105076,0.110606394
23105078,0.005660443
23105080,0.440867182
23105082,0.003000907
23105084,2.672498362
23105086,0.012559425
23105088,0.009776464
23105090,0.42623478
23105092,0.030277036
23105094,1.846282637
23105096,0.34152961
23105100,1.345669698
23105102,0.368356724
23105104,25.78351212
23105106,0.144899298
23105108,3.759112187
23105110,0.006875723
23105112,0.238232399
23105114,0.016945476
23105116,0.001201611
23105118,2.739486254
23105120,2.794292686
23105122,0.387491221
23105124,3.024969816
23105126,0.039534287
23105128,1.506972189
23105130,0
23105132,119.0487213
23105134,7.85008812
23105136,0.008683473
23105138,0.009468495
23105140,1.249242896
23105142,0.761139787
23105144,0.017053595
23105146,0.362845447
23105150,0.023652784
23105152,0.136833089
23105154,0
23105156,2.326515827
23105158,0.290021385
23105160,0.003311055
23105162,0.813800071
23105164,0.340309688
23105166,0.005862794
23105168,0.04010377
23105170,0.006091686
23105172,1.345240423
23105174,0.243425862
23105176,0.023734779
23105178,0.26680142
23105180,0.002405217
23105182,0.005747774
23105184,1.398933092
23105186,0.587493477
23105188,0.040425843
23105190,0.006199715
23105192,0.005901287
23105194,0.046308327
23105196,0.022103423
23105198,0.688082521
23105200,0.016631295
23105202,0.003970263
23105204,2.640984918
23105206,0.035588737
23105208,0.006761588
23105210,0.722297199
23105212,0.023184749
23105214,0.015363963
23105216,0.002601568
23105218,1.773405194
23105220,1.318468968
23105222,0.594507252
23105224,1.394506754
23105226,2.528313207
23105228,0.100738961
23105230,0.035761553
23105232,0.010851828
23105234,0.026740358
23105236,1.04019204
23105238,0.009796996
23105240,0.007156091
23105242,2.137607257
23105244,1.663469309
23105246,0.003653822
23105248,0.617318061
23105250,0.859226761
23105252,1.026122718
23105254,0.673894602
23105256,0.060190339
23105258,0.954125492
23105260,6.268126944
23105262,0.466902569
23105264,0.11002127
23105266,0.092150263
23105268,0.061194693
23105270,0.495453705
23105272,0.000858406
23105274,1.713402671
23105276,0.556037388
23105278,0.047574338
23105280,25.86203575
23105282,0.000675419
23105284,0.005490986
23105286,1.273902016
23105288,0.006024528
23105290,0.073637728
23105292,0.511088016
23105294,0.1144761
23105296,0.581447154
23105298,0.105206606
23105300,0.456092152
23105302,2.880210765
23105304,0.048291099
23105306,0.097600797
23105308,0.001800888
23105310,0.00150009
23105312,0.097985551
23105314,3.593545866
23105316,0.228067115
23105318,7.678173761
23105320,0.656929504
23105322,5.968734179
23105324,2.124832927
23105326,2.898189875
23105328,0.241505359
23105330,0.352264841
23105332,8.238968833
23105334,1.514096166
23105336,0.638111043
23105338,6.48882218
23105340,10.23796689
23105342,0.377535502
23105344,0.414782335
23105346,0.352869159
23105348,0.800127633
23105350,1.853504852
23105352,4.667994977
23105354,4.187740041
23105356,2.891171698
23105358,2.330842074
23105360,3.178391876
23105362,1.278484045
23105364,4.629270329
23105366,10.77142057
23105368,3.000037063
23105370,1.29268171
23105372,2.84770522
23105374,3.05879621
23105376,3.669953209
23105378,1.203351109
23105382,97.34146881
23105384,97.10866547
23105386,97.49974823
23105388,97.27523804
23105390,98.10070801
23105392,97.9387207
23105394,97.12417603
23105396,97.40323639
23105398,97.65225983
23105400,97.83275604
23105402,0
23105404,98.32901001
23105406,97.44451141
23105408,97.5422287
23105410,0.000819688
23105412,2.378486078
23105414,0
23105416,106.0944595
23105418,0
23105420,0.127153546
23105422,0
23105424,0.012840542
23105426,0.001919813
23105428,0
23105430,0
23105432,95.06975555
23105434,0
23105436,97.17401123
23105438,94.10108948
23105440,1.516067505
23105442,0
23105444,0.650133491
23105446,0
23105450,25.98843765
23105452,2.390429735
23105454,10.23591042
23105456,0
23105458,0.001125636
23105460,0.178071186
23105462,0
23105464,0.780268133
23105466,0.764975667
23105468,0.326336443
23105470,0.270703435
23105472,0.666084707
23105474,0.672405601
23105476,1.400310755
23105478,0
23105480,1.323999405
23105482,0
23105484,0.173503906
23105486,0.104454786
23105488,0.327721775
23105490,0.673240721
23105492,1.437960982
23105494,1.340029478
23105496,0
23105498,1.388463497
23105500,1.247476697
23105502,0.559771299
23105504,0
23105506,0
23105508,0.000437915
23105510,0.039862922
23105524,0.174917832
23105530,2.270403624
23105532,0.082045078
23105534,0.551907897
23105682,100.7519989
23105708,0.000452885
23105948,0
23105950,0.056969274
23105956,0
23105960,0.033672065
23105988,0.153545931
23105990,0
23105994,0.001525194
23105996,0
23106004,0.001764535
23106042,0.001404344
23106044,102.7226105
23106048,0.002994256
23106096,0.29337126
23106142,99.99694824
23106144,0.766090751
23106146,1.038551688
23106148,1.281242609
23106162,0.59864676
23106166,2.167410374
23106168,0.033588707
23106202,0.001690939
23106206,0.003182318
23106226,0
23106300,2.327488184
23106318,1.458609343
23106320,1.60771513
23106322,0.727600515
23106324,3.258896112
23106326,1.092654943
23106334,1.988077998
23106338,0.443695605
23106346,0
23106354,3.295890808
23106372,0.001322415
23106374,0.0028784
23106380,0.00199548
23106398,0.003855177
23106400,2.237520456
23106404,0.00091236
23106408,0
23106412,0.601447999
23106414,0.003123066
23106418,0.001554173
23106422,0.001531227
23106494,0
23106498,0.139579684
23106500,0.000224917
23106506,1.910620928
23106520,1.131656885
23106562,0.421900183
23106614,0.295737326
23106616,0.00499911
23106618,0.002361604
23106620,0.004618042
23106622,0.003254629
23106624,0.380158365
23106632,0.002250591
23106640,0.070472367
23106898,4.379098892
23106914,0.001959133
23106926,0
23106960,0.002035874
23106966,0.001712992
23107012,0.189914614
23107032,0.003476914
23107034,0
23107212,0.009848657
23107224,0
23107226,1.933665872
23107282,97.63466644
23107296,0
23107300,17.71166611
23107302,0
23107314,0.002666112
23107316,0.003090291
23107318,0.000806795
23107320,0.002408335
23107322,3.894394636
23107324,0.000878689
23107326,0.006128613
23107330,0.240216568
23107332,0.103796557
23107334,0.004303167
23107336,0.003320866
23107340,0.001197999
23107342,0.002376883
23107344,0.004752539
23107346,0.003320936
23107348,0.006664145
23107356,0.002563432
23107410,0
23107464,0.004090137
23107466,0.011754025
23107468,0.002294162
23107470,0.002623387
23107472,0.002416184
23107474,0.006999652
23107476,0.029192097
23107478,0.009661188
23107480,0.000670912
23107482,0.00551678
23107484,0.181791589
23107486,0.003827883
23107490,0.062468967
23107492,0.017063993
23107494,0.002091916
23107496,0.013731775
23107498,0.000718467
23107512,0.38332063
23107514,0
23107522,0.004975113
23107524,1.128304601
23107526,0.002639404
23107528,0.014622631
23107530,0.002989377
23107532,0.011191144
23107534,0.002734733
23107536,0.010359902
23107538,0.014070434
23107540,0
23107542,0.004772477
23107544,0.010722016
23107546,0.002989063
23107574,101.7571182
23107580,0.001246781
23107584,0.032767849
23107594,0.655663685
23107602,0.030731382
23107606,16.18385124
23107610,0.007728375
23107614,0.029689359
23107618,0.008260636
23107622,0.008835987
23107626,0.044500927
24125037,1.642945972
24125039,17.49377823
24125041,66.44051361
24125043,11.95982378
24125047,0.19201659
24125049,0.986294123
24125051,37.81681305
24125053,20.38521767
24125055,20.66925812
24125057,3.358465672
24125059,3.437813759
24125061,0.0146881
24125063,1.078330753
24125065,0.046349907
24125067,0.026092245
24125069,0.099312872
24125071,0.076492532
24125073,0.02088568
24125075,0.017665158
24125077,0.001893503
24125079,0.002551246
24125081,0.002132561
24125083,0.006773381
24125085,0.003803642
24125087,0.00151271
24125089,0.002461917
24125091,0.001167329
24125093,0.001388073
24125095,0.00078815
24125097,0.0033081
24125099,0.00248847
24125101,0.005377279
24125103,0.003220881
24125105,0.002249395
24125107,0.002221694
24125109,0.000580527
24125111,25.91464424
24125113,33.9844789
24125115,51.7106689
24125117,26.84678268
24125119,49.39544678
24125121,26.85681915
24125123,16.21354321
24125125,3.421495914
24125127,0.009035244
24125129,0.000971442
