COMID,totco2g_day_fill
23781553,93051.19033
23781555,83668.20247
23781557,118507.1425
23781559,88815.98615
23781561,53720.73332
23781563,39564.86538
23781565,21.18778978
23781567,279834.7167
23781569,124550.0176
23781571,67086.90404
23781573,59984.62134
23781575,89486.2634
23781577,426747.2674
23781579,287133.6929
23781581,26474.92288
23781583,137073.4745
23781585,524344.5575
23781587,14230.24266
23781589,246445.1009
23781591,106109.7386
23781593,62804.71685
23781595,32702.41472
23781597,778322.6227
23781599,120886.456
23781601,48807.81164
23781603,93104.36449
23781605,59297.24452
23781607,25749.56786
23781609,125540.5562
23781611,93880.98265
23781613,23975.77389
23781615,140487.6683
23781617,27977.75655
23781619,80256.94825
23781621,27030.69952
23781623,68479.70507
23781625,13039.57281
23781627,88463.5311
23781629,70595.16187
23781631,25497.88156
23781633,51800.90605
23781635,113280.8796
23781637,15799.56768
23781639,160807.1167
23781641,188341.7029
23781643,46644.23934
23781645,87067.6726
23781647,90201.77671
23781649,314145.8836
23781651,120510.4364
23781653,43600.41281
23781655,107541.0245
23781657,19037.03407
23781659,457405.0625
23781661,58858.04427
23781663,52828.33061
23781665,52779.39912
23781667,197816.2967
23781669,132644.3998
23781671,47084.11932
23781673,61207.40398
23781675,304098.0419
23781677,162291.7528
23781679,76201.07507
23781681,152266.0065
23781683,168769.918
23781685,6161.210898
23781687,12965.2746
23781689,226674.2663
23781691,64301.9675
23781693,0
23781695,5662.010578
23781697,0
23781699,38974.63025
23781701,24926.05631
23781703,0
23781705,86424.14285
23781707,77234.57137
23781709,7953.119624
23781711,42161.87769
23781713,20647.66664
23781715,11881.88633
23781717,52464.37562
23781719,44527.98815
23781721,66632.46485
23781723,70445.27178
23781725,85985.50087
23781727,80862.04019
23781729,61063.94753
23781731,71181.77285
23781733,24031.25749
23781735,153414.3909
23781737,68160.28551
23781739,42031.30142
23781741,177262.2661
23781743,30940.19277
23781745,99196.38822
23781747,31080.85629
23781749,27541.42208
23781751,31421.91339
23781753,33110.45936
23781755,200762.2865
23781757,156558.0805
23781759,73018.43326
23781761,50257.42397
23781763,56669.76025
23781765,33644.55255
23781767,128365.0234
23781769,77633.87342
23781771,118887.4907
23781773,116638.2316
23781775,84305.27696
23781777,43103.00186
23781779,24401.56093
23781781,113046.891
23781783,126867.3962
23781785,51558.80942
23781787,60505.59164
23781789,75472.62879
23781791,186618.6667
23781795,110956.1641
23781797,0
23781799,117776.0589
23781801,29400.50586
23781803,60368.82444
23781805,52930.80962
23781807,57922.40027
23781809,36538.91846
23781811,55614.35156
23781813,78557.27753
23781815,28175.46651
23781817,24971.82316
23781819,59542.47452
23781821,80507.42581
23781823,118848.1526
23781825,5257.984945
23781827,44750.44195
23781829,221166.4184
23781831,227354.4411
23781833,73860.36719
23781835,105283.4532
23781837,38116.7557
23781839,4267.528899
23781841,68091.77885
23781843,4695.759766
23781845,31006.92189
23781847,142.0780951
23781849,84279.71671
23781851,1919.689471
23781853,0
23781855,26247.37651
23781857,93410.94082
23781859,182982.9844
23781861,75583.3989
23781863,73964.04197
23781865,94326.10932
23781867,50899.50658
23781869,50543.92356
23781871,27854.6511
23781873,234019.4055
23781875,183555.5625
23781877,81516.07693
23781879,37507.26797
23781881,73937.30469
23781883,3363.77124
23781885,89134.12027
23781887,79474.82096
23781889,51498.04208
23781891,77563.43671
23781893,142760.375
23781895,65303.10781
23781897,37802.89685
23781899,103160.7781
23781901,12465.54082
23781903,141873.6719
23781929,6197923
23781933,6943549
23781939,37109128
23781945,12300785
23781963,4.333084932
23781969,11304802
23781971,5360414
23781973,9362710
23781975,5456707.5
23781977,10829228
23781981,4370050.5
23781985,4821391.5
23782007,13391705
23782011,31240524
23782013,300688.9375
23782015,6368318.5
23782017,10503007
23782019,16297233
23782041,11289862
23782045,16464085
23785607,2883973.25
23785609,6550192.747
23785611,2411109.741
23785613,2715457.75
23785615,2073293.568
23785617,14791158.72
23785619,7422032
23785621,9835432
23785623,10038206
23785625,8686778
23785627,11413877.14
23785629,193126.4688
23785631,3612.30863
23785633,3044.797627
23785635,1829.642548
23785637,1443.202438
23785639,0
23785641,275985.9063
23785643,13255028
23785645,17007486
23785647,9685270.103
23785649,10950554
23785651,12044963.23
23785653,1347596.995
23785655,18650203.5
23785657,47786421.94
23785659,52452915.78
23785661,5500361.374
23785663,32982963.16
23785665,39032970.25
23785667,5977931.494
23785669,4109705.514
23785671,20949054.35
23785673,1839252.83
23785675,2171706.685
23785677,5946494.688
23785679,3576431.664
23785681,57828079.71
23785683,8671703.511
23785685,21004212
23785687,46365380.63
23785689,465613.8798
23785691,11675939.67
23785693,739846.0544
23785695,7120802.676
23785697,7417698.5
23785699,23724352.44
23785701,21273712.73
23785703,18782568
23785705,24652606
23785707,11518374
23785709,43446302.9
23785711,4978566.53
23785713,21671997.07
23785715,15496672.56
23785717,31855027.66
23785719,4761848.23
23785721,2483213.668
23785723,2216132.146
23785725,733621.5952
23785727,650883.4351
23785729,598326.7465
23785731,595942.8217
23785733,544188.3308
23785735,477850.7592
23785737,145834.8906
23785739,390021.0398
23785741,313206.9181
23785743,175831.4219
23785745,224757.1103
23785747,143276.0121
23785749,46856.7118
23785751,111080.1305
23785753,60818.92858
23785755,788517.554
23785757,296998.3561
23785759,234285.4139
23785761,170305.2709
23785763,156706.8473
23785765,171675.3295
23785767,6192639.796
23785769,9261147.398
23785771,6040292
23785773,7269790
23785775,2527509.924
23785777,593648.5341
23785779,7391091.624
23785781,7245479.066
23785783,8838272
23785785,12220216.71
23785787,10413418.71
23785789,6275138.637
23785791,5454252.5
23785793,7337359.819
23785795,4902829
23785797,3329322.5
23785799,2398402.683
23785801,2246286
23785803,7288300.145
23785805,6118420.355
23785807,4263480
23785809,1516161.622
23785811,1585917.202
23785813,1645277.988
23785815,1317304.016
23785817,586379.8323
23785819,237450.6891
23785821,472944.1273
23785823,132509.6458
23785825,168390.495
23785827,3470563.28
23785829,5122753.299
23785831,4174418.839
23785833,4656807.727
23785835,2287956.492
23785837,2339652.089
23785839,1811673
23785841,2057231.161
23785843,839681.1875
23785845,702892.375
23785847,1281729.753
23785849,1289545.145
23785851,800625.7539
23785853,235014.496
23785855,237334.0812
23785857,625811.5376
23785859,570776.3386
23785861,256874.3401
23785863,199447.1449
23785865,144878.5656
23785867,86418.94965
23785869,78870.09773
23785871,35385.2953
23785873,480627.1877
23785875,259308.2295
23785877,201523.4381
23785879,123154.0941
23785881,22420.15349
23785883,475318.6709
23785885,573.1834008
23785887,228166.575
23785889,164166.3436
23785891,125200.157
23785893,104123.8694
23785895,92351.26983
23785897,565556.4697
23785899,575474.5035
23785901,549108.4913
23785903,406240.3138
23785905,294647.5241
23785907,299409.7045
23785909,49774.40234
23785911,76650.70901
23785913,4969430.014
23785915,11324686.45
23785917,9384408.426
23785919,11857224.49
23785921,12482226.3
23785923,813354.0114
23785925,4547559.349
23785927,4926113
23785929,1500377.25
23785931,5440535
23785933,4691994
23785935,3100641
23785937,3270364.5
23785939,2032329
23785941,4418836.5
23785943,5719396.116
23785945,1242912.375
23785947,1391343.25
23785949,3490339.413
23785951,1939001.625
23785953,2619723.019
23785955,3070540.872
23785957,2329411
23785959,2317883.167
23785961,2563430.737
23785963,2718923.023
23785965,1987075.48
23785967,2820728.881
23785969,2828465.985
23785971,2925924.149
23785973,1440860.25
23785975,1567337.5
23785977,1588452.947
23785979,986740.8772
23785981,868254.8813
23785983,751333.732
23785985,541724.1884
23785987,600181.4658
23785989,507559.6514
23785991,140221.9762
23785993,151365.5913
23785995,93156.47699
23785997,783947.3815
23785999,595707.0498
23786001,175004.9775
23786003,54729.76165
23786005,158299.17
23786007,239857.4668
23786009,2090458
23786011,445706.574
23786013,1820422.625
23786015,3479197.591
23786017,3314608.751
23786019,2022701.274
23786021,1769226.875
23786023,2184078.25
23786025,945681.7569
23786027,3708512.603
23786029,2479418
23786031,3024341.443
23786033,2659570.718
23786035,2244156.903
23786037,2437729.845
23786039,1373268.696
23786041,1431342.819
23786043,1304970.955
23786045,1275407.996
23786047,729947.6886
23786049,811591.0423
23786051,996251.2512
23786053,674301.7922
23786055,651371.6216
23786057,464844.7468
23786059,206976.1941
23786061,294597.1522
23786063,292289.7067
23786065,234052.9357
23786067,196482.9582
23786069,132783.4627
23786071,1016758.241
23786073,844523.9268
23786075,377738.2625
23786077,728779.8008
23786079,468629.4781
23786081,311012.8488
23786083,126719.3326
23786085,128323.4486
23786087,34062.23707
23786089,228923.4586
23786091,332966.663
23786093,1198254.485
23786095,193442.6868
23786097,535437.0962
23786099,814681.2493
23786101,508386.9008
23786103,334171.5316
23786105,720399.1373
23786107,323485.9595
23786109,135209.6703
23786111,34340.71137
23786113,68582.50937
23786115,130802.4219
23786117,80462.30055
23786119,116616.6094
23786121,137512.9899
23786123,44930.79616
23786125,14661.12559
23786127,11438.86126
23786129,31780.11
23786131,81396.86055
23786133,1199872
23786135,1396877.712
23786137,8693260.274
23786139,3171319.397
23786141,381590.1386
23786143,144231.8219
23786145,5047.478762
23786147,22493.75877
23786149,40715.82658
23786151,12930.87773
23786153,36858.22521
23786155,47656.92329
23786157,554123.7616
23786159,226516.5469
23786161,3070.516192
23786163,157725.875
23786165,44488.92969
23786167,199614.651
23786169,186515.7238
23786171,169547.3671
23786173,6647508.082
23786175,6642850.685
23786177,2991029.25
23786179,3171945.37
23786181,6852473.458
23786183,2449087.044
23786185,6374532
23786187,6215968.553
23786189,5107213.841
23786191,3667922.207
23786193,3665927.862
23786195,2473453.207
23786197,2734887.323
23786199,1390853.053
23786201,443453.6689
23786203,919285.9562
23786205,599128.9583
23786207,608673.6496
23786209,487742.9704
23786211,321683.2155
23786213,376663.5485
23786215,68009.37419
23786217,158971.4219
23786219,932422.4712
23786221,253644.1501
23786223,164483.505
23786225,96837.37249
23786227,2708160.75
23786229,2820549.25
23786231,10527889.56
23786233,814222.8748
23786235,4170291.25
23786237,9916065.288
23786239,11766386.88
23786241,4959959.589
23786243,5568.37726
23786245,5.007665753
23786247,9868518.575
23786249,2159824.79
23786251,9076195.274
23786253,1711902.886
23786255,719287.0907
23786257,585279.0411
23786259,1519575.37
23786261,249875.2418
23786263,4815030.929
23786265,4684377.477
23786267,1696738.872
23786269,924084.2065
23786271,1606494.671
23786273,2126812.877
23786275,1462832.143
23786277,917073.8125
23786279,1309692.66
23786281,220202.9398
23786283,86982.35203
23786285,1055977.195
23786287,995635.9
23786289,810740.6379
23786291,488764.6183
23786293,209438.0025
23786295,526033.4786
23786297,513750.6926
23786299,193647.918
23786301,294893.9749
23786303,0
23786305,199578.339
23786307,89473.02344
23786309,97334.70846
23786311,117096.0148
23786313,465996.4167
23786315,380185.4901
23786317,23016.59854
23786319,52471.33382
23786321,39198.48916
23786323,178934.3168
23786325,169266.196
23786327,143055.0418
23786329,719975.1033
23786331,111348.2813
23786333,589103.7816
23786335,191793.6161
23786337,393093.769
23786339,232827.0944
23786341,96580.51233
23786343,57138.29341
23786345,232629.7085
23786347,132381.5412
23786349,132471.1484
23786351,157790.106
23786353,516919.7188
23786355,75754.77709
23786357,38745.70941
23786359,203043.603
23786361,142284.832
23786363,55204.15241
23786365,81884.11426
23786367,37663.42478
23786369,795654.0822
23786371,265280.1041
23786373,129302.0934
23786375,287475.2404
23786377,365057.9686
23786379,313266.3844
23786381,192622.5621
23786383,192263.9262
23786385,252669.5169
23786387,194533.3742
23786389,79215.91923
23786391,79213.93668
23786393,41842.2801
23786395,166642.1065
23786397,95933.99739
23786399,215348.3036
23786401,99361.69315
23786403,123389.2356
23786405,7526.701644
23786407,19558.7589
23786409,326616.9127
23786411,221310.0069
23786413,171243.6727
23786415,169553.553
23786417,82309.37963
23786419,172324.3669
23786421,112667.2526
23786423,268796.7238
23786425,94823.53734
23786427,205132.0375
23786429,77288.07514
23786431,55166.61211
23786433,28537.62317
23786435,44137.24932
23786437,524.434274
23786439,64113.46849
23786441,32153.41644
23786443,49672.02814
23786445,12553.27897
23786447,21.64457014
23786449,52380.09444
23786451,0.682633973
23786453,538.0001096
23786455,1.855566082
23786457,34.37341225
23786459,0
23786461,36077.89844
23786463,82108.66036
23786465,23408.65595
23786467,126.081189
23786469,47300.06301
23786471,0
23786473,125496.8979
23786475,21553.28868
23786477,60087.20548
23786479,334.0525397
23786481,0
23786483,22691.63014
23786485,0
23786487,1165.399151
23786489,0
23786491,198141.7397
23786493,1465.971238
23786495,1914.536466
23786497,4418.873425
23786499,0
23786501,0
23786503,0
23786505,6089.895616
23786507,36745.46984
23786509,32.52565233
23786511,92958.97192
23786513,16050.85685
23786515,1250.85863
23786517,1.673176438
23786519,1824.254466
23786521,29990.11307
23786523,0
23786525,799926.375
23786527,53425.72584
23786529,163575.9219
23786531,0
23786533,0
23786535,50274.11414
23786537,36263.33342
23786539,53161.12603
23786541,1347.949315
23786543,29677.87378
23786545,88391.25436
23786547,21367.91785
23786549,34505.47397
23786551,1092.105871
23786553,127.0133912
23786555,73037.18935
23786557,675.5889863
23786559,27235.86496
23786561,36069.67929
23786563,1813.014247
23786565,34116.26953
23786567,60955.02082
23786569,0
23786571,74401.375
23786573,112811.6762
23786575,0
23786577,398.8540274
23786579,0
23786581,0
23786583,23911.23836
23786585,47288.4369
23786587,44855.02059
23786589,138.2003589
23786591,65019.08655
23786593,19095.01124
23786595,233.6072548
23786597,41472.96908
23786599,0
23786601,4659.793151
23786603,70846.47981
23786605,28140.98534
23786607,93557.53877
23786609,22317.29132
23786611,683.4962466
23786613,30843.10547
23786615,69766.08023
23786617,20598.06243
23786619,0
23786621,4431.263671
23786623,80431.65033
23786625,33804.73484
23786627,0
23786629,67805.74093
23786631,50058.67644
23786633,58443.01521
23786635,24909.19531
23786637,30236.37431
23786639,60502.82518
23786641,89300.11978
23786643,170581.6195
23786645,60006.01644
23786647,62480.89956
23786649,59371.5502
23786651,92439.33838
23786653,28302.88011
23786655,105517.2721
23786657,0
23786659,60619.4326
23786661,133481.8569
23786663,1500.201041
23786665,57128.78213
23786667,103619.6389
23786669,159714.1092
23786671,182.213663
23786675,11.24898904
23786677,166892.4546
23786679,72275.50685
23786681,130621.5552
23786683,95638.62255
23786685,75954.77195
23786687,201811.3225
23786689,513.9397068
23786691,23573.05469
23786693,250042.8107
23786695,23084.00391
23786697,88150.91794
23786699,229020.5821
23786701,62188.19531
23786703,105790.4229
23786705,49576.03348
23786707,102227.6365
23786709,16389.35019
23786711,32864.72585
23786713,142696.0685
23786715,227979.5788
23786717,53707.07741
23786719,44233.71698
23786721,82495.1751
23786723,93902.92603
23786725,87831.06058
23786727,120150.0822
23786729,102889.2244
23786731,43760.76986
23786733,97258.63618
23786735,52735.11986
23786737,138240.8693
23786739,3667.173945
23786741,19614.97315
23786743,29037.60567
23786745,42037.22055
23786747,30169.43055
23786749,28798.42192
23786751,44271.44918
23786753,32003.17742
23786755,90683.26348
23786759,23465.07252
23786761,101019.739
23786763,69814.9726
23786765,70571.98696
23786769,102367.068
23786771,46534.35891
23786773,163424.6941
23786775,61848.31719
23786777,54442.5203
23786779,55080.86328
23786781,27032.79452
23786783,66576.3119
23786785,44817.84139
23786787,30069.40783
23786789,8942.42137
23786791,104726.4755
23786793,57070.56773
23786795,128723.1337
23786797,6888.107671
23786799,7922.907616
23786801,108175.9512
23786803,27822.05034
23786805,32352.82224
23786807,88003.8125
23786809,89420.41192
23786811,51811.04297
23786813,28365.3217
23786815,47416.36397
23786817,54116.24589
23786819,2523.670603
23786821,183032.3559
23786823,29183.11557
23786825,34573.5113
23786827,27161.05372
23786829,11353.184
23786831,58353.19208
23786833,211950.993
23786835,83895.20313
23786837,33978.92268
23786839,11946.27162
23786841,81517.36479
23786843,88377.92416
23786845,75305.87611
23786847,21979.52083
23786849,137437.4811
23786851,20358.31997
23786853,85678.01556
23786855,70305.50519
23786857,74476.07436
23786859,55177.81752
23786861,76432.26392
23786863,149521.3546
23786865,14001.84879
23786867,64237.02981
23786869,167199.0015
23786871,73810.45488
23786873,52880.00137
23786875,183326.9472
23786877,63092.86792
23786879,0
23786881,45832.24268
23786883,21161.10467
23786885,37707.91797
23786887,11108.9043
23786889,84558.95507
23786891,31772.40277
23786893,57209.88183
23786895,190736.1598
23786897,74328.10156
23786899,37259.50391
23786901,16469.89526
23786903,52790.29101
23786905,14954.73149
23786907,5300.528548
23786909,64394.61156
23786911,78630.84624
23786913,67943.86411
23786915,46366.73408
23786917,431631.0313
23786919,79607.18157
23786921,150854.6221
23786923,587530.375
23786925,37647.43253
23786927,398408.8125
23786929,119040.1368
23786931,189143.9687
23786933,91261.61014
23786935,223603.5177
23786937,549429.4192
23786939,79464.54525
23786941,24044.82776
23786943,62948.14521
23786945,619444
23786947,29460.24525
23786949,11027.29642
23786951,30153.59014
23786953,30280.20485
23786955,97000.88145
23786957,5489.462316
23786959,712.1394703
23786961,18949.87775
23786963,289.0906396
23786965,115620.074
23786967,5827.987355
23786969,92910.60938
23786971,182977.2949
23786973,1882.739328
23786975,58316.23858
23786977,433.3966667
23786979,61686.2349
23786981,146541.1157
23786983,55951.41007
23786985,57606.07923
23786987,13588.47014
23786989,28989.16821
23786991,23388.41664
23786993,22774.94585
23786995,92827.23444
23786997,20472.00331
23787001,75777.5169
23787003,47241.15509
23787005,91272.22656
23787007,94566.66895
23787009,48609.65999
23787011,44534.13764
23787013,94409.26455
23787015,42762.6626
23787017,28656.00176
23787019,48740.57277
23787021,163039.3672
23787023,81168.39917
23787025,56197.10647
23787027,15852.99922
23787029,21308.98493
23787031,47878.82137
23787033,20613.68069
23787035,14928.19606
23787037,16054.27999
23787039,14479.43496
23787041,13987.81641
23787043,31958.90289
23787045,7993.026874
23787047,86432.88281
23787049,73250.10151
23787051,53430.87304
23787053,21880.48184
23787055,26468.2343
23787057,43902.3743
23787059,29962.06488
23787061,30710.25621
23787063,36456.15288
23787065,0
23787067,13976.24615
23787069,60769.45701
23787071,150403.6438
23787073,46256.42649
23787075,19246.32494
23787077,53682.0549
23787079,280821.3663
23787081,23522.97693
23787083,60591.29219
23787085,49071.64996
23787087,14773.4665
23787089,21425.35251
23787091,108096.9768
23787093,30702.01661
23787095,69447.94932
23787097,257401.7514
23787099,32569.2453
23787101,9081.199932
23787103,27518.18481
23787105,12013.21383
23787107,24242.34752
23787109,20907.6726
23787111,50926.78216
23787113,50015.46181
23787115,152914.7675
23787117,52021.51233
23787119,30460.4043
23787121,22686.35674
23787123,92339.60392
23787125,65532.63644
23787127,169974.0206
23787129,34082.39647
23787131,18606.37258
23787133,87884.16082
23787135,55794.84814
23787137,54260.94658
23787139,49163.2214
23787141,27900.06567
23787143,7427.906628
23787145,33275.46386
23787147,87789.11014
23787149,34965.05079
23787151,46473.96929
23787153,25936.32814
23787155,17655.68426
23787157,73696.78767
23787159,32512.03184
23787161,61160.93679
23787163,133311.6352
23787165,26941.56709
23787167,190103.0961
23787169,99707.29619
23787171,62783.31205
23787173,41852.18729
23787175,24501.75601
23787177,107585.6528
23787179,131070.3071
23787181,72633.4619
23787183,98947.10827
23787185,25630.016
23787187,80971.39314
23787189,54927.90386
23787191,25906.87244
23787193,48972.41737
23787195,25966.66621
23787197,54619.94638
23787199,69554.83866
23787201,27522.27302
23787203,60581.28863
23787205,20061.3952
23787207,24232.17637
23787209,54748.71736
23787211,52354.84841
23787213,85450.66545
23787215,229461.0008
23787217,60886.98265
23787219,50424.08795
23787221,30887.53904
23787223,48767.82814
23787225,89865.55077
23787227,79303.30726
23787229,35451.57614
23787231,18861.66479
23787233,25165.69332
23787235,32392.25161
23787237,75121.4386
23787239,103146.7106
23787241,99939.84041
23787243,28725.32758
23787245,35517.50797
23787247,106964.9759
23787249,39217.85217
23787251,44385.74368
23787253,64474.50337
23787255,154404.8726
23787257,2544233.75
23787259,1729.287123
23787261,0
23787263,296187
23787265,738246.8125
23787285,0
23791011,59214.20878
23791013,135505.4055
23791015,25151920.44
23791017,1247501.276
23791019,535996.0625
23791021,579583.3562
23791023,169837.6685
23791025,1063626.74
23791027,306585.4688
23791029,171784.874
23791031,232192.6094
23791033,377346.8877
23791035,160510.1507
23791037,18421.68904
23791039,65199.57534
23791041,19127.19452
23791043,47321.98356
23791045,4064.501246
23791047,26560.02734
23791049,250412.474
23791051,115479.5364
23791055,76333.65548
23791057,65.08789063
23791059,38276.69671
23791061,80876.53151
23791063,1332.181849
23791065,3665.504959
23791067,1257.44326
23791069,51916.53699
23791071,11336845.33
23791073,2000185.964
23791075,5815276
23791077,5394242
23791079,15570759.19
23791081,26252540.47
23791083,59142302.04
23791085,74017.70615
23791087,10041431
23791089,31327648.14
23791091,26247544.5
23791093,15002330.47
23791095,26769.92581
23791097,1965986.75
23791099,161013.0148
23791101,2694066.082
23791103,160927.7359
23791105,17904.35283
23791107,1339807.973
23791109,3366921.863
23791111,3314892.6
23791113,2529237.016
23791115,2300113.775
23791117,1570271.118
23791119,1119430.846
23791121,1011349.435
23791123,247253.6279
23791125,453315.1859
23791127,394652.6602
23791129,37960.29245
23791131,0
23791133,311574.7622
23791135,235631.5738
23791137,181322.5524
23791139,174887.8056
23791141,138611.5215
23791143,56111.08696
23791145,441.8807022
23791147,58838.69141
23791149,67254.86719
23791151,123579.7109
23791153,37431628.19
23791155,61522.6361
23791157,170856.563
23791159,2309526.25
23791161,6522161.096
23791163,2301124.603
23791165,474329.34
23791167,5005143.288
23791169,1754231.293
23791171,4732975.89
23791173,3390889.75
23791175,5195646.658
23791177,3029640.74
23791179,292896.2893
23791181,21840.96082
23791183,3999.643315
23791185,1178.337633
23791187,97.51869863
23791189,23294.96289
23791191,71740.00274
23791193,380288.2003
23791195,1389885.123
23791197,764305.0767
23791199,462387.2055
23791201,307327.6685
23791203,839794.8164
23791205,47645.50438
23791207,133177.4827
23791209,55165.46137
23791211,149629.1753
23791213,568233.2219
23791215,552532.6027
23791217,191692.3973
23791219,524457.3534
23791221,4487.610551
23791223,120323.7123
23791225,21222.84838
23791227,11659.94785
23791229,55183.94795
23791231,532067.5068
23791233,118280.5816
23791235,392407.726
23791237,565414.5452
23791239,717245.3425
23791241,993185.8125
23791243,803434.375
23791245,744.9277
23791247,1080277.89
23791249,11995.04219
23791251,34597.56575
23791253,4183.681932
23791255,0
23791257,126006.1562
23791259,526396.1918
23791261,523259.0959
23791263,15702.53014
23791265,9861.717452
23791267,130335.2137
23791269,16666.7589
23791271,3840064.5
23791273,87322.1895
23791275,46485.59901
23791277,89578.4414
23791279,4128193
23791281,58793.29809
23791283,4991151
23791285,140002.1058
23791287,46428.59501
23791289,2458477.5
23791291,110019.4624
23791293,61973.58112
23791295,46597.17094
23791297,44118.83585
23791299,628349.3125
23791301,62868.24722
23791303,96742.0636
23791305,146462.3093
23791307,29541538.52
23791309,5418222.865
23791311,8687250.944
23791315,23199315.16
23791317,6487992.963
23791319,15968133.5
23791321,63658.47021
23791323,28089282.64
23791325,8072224.5
23791327,17030972.71
23791329,18246611.93
23791331,444062.4976
23791333,289175.4247
23791335,99469.125
23791337,93281.87671
23791339,160651.4712
23791341,502654.7671
23791343,4474.46737
23791345,5080.910959
23791347,109804.8082
23791349,46544.93425
23791351,19507.86904
23791353,1597.393521
23791355,1999.871671
23791357,3912.685973
23791359,600.8571041
23791361,52885.33973
23791363,7478361.758
23791365,1964184.034
23791367,6604272.5
23791369,35256.95899
23791371,8261129.903
23791373,17773853.19
23791375,11575756.98
23791377,16612794.16
23791379,8696492.59
23791381,8620148.548
23791383,4000833.095
23791385,16515553.91
23791387,16504843.36
23791389,12252193
23791391,96483.67512
23791393,9178604
23791395,5619652
23791397,31154.43973
23791399,3770121
23791401,106623.4419
23791403,6365379
23791405,60919.25542
23791407,20618623.81
23791409,22804411.15
23791411,53321.97051
23791413,77732.72552
23791415,74370.32219
23791417,1070.348541
23791419,2044.352391
23791421,4485.277644
23791423,1769.117014
23791427,0
23791429,0
23791431,932.2035616
23791433,27.50653151
23791435,32244.09699
23791437,415617.9863
23791439,13934.88575
23791441,232031.4247
23791443,8080.60274
23791445,51878.95068
23791447,161136.1719
23791449,3506.610411
23791451,20067.55068
23791453,17138.22
23791455,1499.288208
23791457,205400.3252
23791459,29989.96792
23791461,69114.27534
23791463,0
23791465,28923.97151
23791467,3156.12309
23791469,233020.5205
23791471,50148.67397
23791473,1361.609178
23791475,312.709726
23791477,19960.21644
23791479,38019.41918
23791481,263191.2329
23791483,259939.1507
23791485,134900.137
23791487,4397.389315
23791489,347688.7813
23791491,19764.61644
23791493,1880.176438
23791495,707.8329468
23791497,0
23791499,115706.8698
23791501,91563.01018
23791503,0
23791505,2931.15263
23791507,25273.63867
23791509,8816.096712
23791511,438.4910548
23791513,17111.27836
23791515,9070.391507
23791517,24212.02274
23791519,490.7919526
23791521,130458.7397
23791523,39033.52603
23791525,50397.28767
23791527,58330.0274
23791529,45436.9726
23791531,16842.7207
23791533,13044.58685
23791535,14656.05699
23791537,8145.342493
23791539,12419.75236
23791541,8135.579178
23791543,184.2475644
23791547,62329.38904
23791549,30400.5789
23791551,201.3607808
23791553,0
23791555,63517.26575
23791557,6157.780274
23791559,285.2741096
23791561,11066.56932
23791565,23085.52849
23791567,11442.91233
23791569,102243.6329
23791571,23513.81918
23791573,2883.084164
23791575,581.1847397
23791577,41137.0274
23791579,0
23791581,0
23791583,17428.78192
23791585,115581.3781
23791587,8494.076712
23791589,26343.59178
23791591,8473.032329
23791593,26955.6
23791595,7890.375616
23791597,1159.666521
23791599,1806.254959
23791601,2625.948411
23791603,109.5072025
23791605,4890.172685
23791607,10135.8411
23791609,1463.210959
23791611,88067.12877
23791613,18069.5137
23791615,17607.8137
23791617,0
23791619,42404.48877
23791621,3789.254795
23791623,346788.375
23791625,10082.23242
23791627,1618.064384
23791629,17090.61288
23791631,1685.855671
23791633,50080.82466
23791637,9162.639452
23791639,9671.375342
23791641,37033.61918
23791643,69448.87397
23791645,455.0586575
23791647,11441.10658
23791649,15400.25836
23791651,772.7765753
23791653,292.7800767
23791655,11452.79342
23791657,644.8232877
23791659,395633.4375
23791661,259729.7188
23791663,853.1431233
23791665,1532.611068
23791667,51693.65753
23791669,254.195063
23791671,703.8507123
23791673,55530.96986
23791675,1951.869041
23791677,2555.264712
23791679,160456.454
23791681,50431.30685
23791683,10471.63644
23791685,53223.4274
23791687,14337.68219
23791689,108053.3425
23791691,1724.71726
23791693,43065.87945
23791695,737.3587397
23791697,3631.698082
23791699,4808.298082
23791701,258685.9688
23791703,4734.975205
23791705,100541.8906
23791707,4450.60274
23791709,217630.8986
23791711,22970.51753
23791713,62828.25205
23791715,82381.7589
23791717,210927.6329
23791719,17247.4874
23791721,7845.550685
23791723,86867.42466
23791725,9012.324164
23791727,43343.98356
23791729,3767.009014
23791731,19958.6137
23791733,343745.5
23791735,8356.651233
23791737,31030.29883
23791739,223160.5156
23791741,8299106
23791743,0
23791745,18943.58137
23791747,182709.1094
23791749,317215.6875
23791751,129826.2
23791753,78282.91233
23791755,153672.5938
23791757,287397.0781
23791759,346608.7188
23791761,2048336.75
23791763,12568.71288
23791765,45122.66301
23791767,118182.4766
23791769,1229.801507
23791771,514648.2813
23791773,19761.8137
23791775,2167.557534
23791777,1285.649589
23791779,0
23791781,10889.90795
23791783,0
23791785,4378.616211
23791787,2729.410685
23791789,22386.4274
23791791,155201
23791793,72104.72656
23791795,136173.7344
23791797,1204.670137
23791799,18173.21289
23791801,1124.186301
23791803,148592.1875
23791805,337712.1875
23791807,4206.632055
23791809,586009.6438
23791811,13524.36986
23791813,390.6172603
23791815,33701.15625
23791817,0
23791819,41182.06027
23791821,770.3955616
23791823,600.5750137
23791825,31989.43562
23791827,101626.3479
23791829,40884.28767
23791831,2942.787123
23791833,161400.2188
23791835,318710.0938
23791837,77164.33594
23791839,292.9327397
23791841,210500.9688
23791843,145171.463
