COMID,totco2g_day_fill
23763987,11692.75604
23763989,1603.508307
23763991,10428.83538
23763993,11590.75206
23763995,25204.53945
23763997,59121.07373
23763999,62785.66396
23764001,50018.99605
23764003,33401.17401
23764005,50292.03303
23764007,43372.06849
23764009,26455.80493
23764011,29185.79991
23764013,43311.46027
23764015,1228.057315
23764017,66163.27397
23764019,31759.52079
23764021,22322.40575
23764023,15040.24805
23764025,13444.62082
23764027,34334.78603
23764029,19864.94667
23764031,22458.17178
23764033,5681.539726
23764035,56711.3511
23764037,11946.78274
23764039,18775.93272
23764041,3499.786849
23764043,211850.3318
23764045,54513.04696
23764047,59820.3863
23764049,45256.24932
23764051,4015.924069
23764053,50125.59219
23764055,9177.801911
23764057,11051.89173
23764059,27997.14247
23764061,14968.19213
23764063,17540.02353
23764065,20119.71781
23764067,49830.44757
23764069,15643.57321
23764071,44530.83822
23764073,73237.18586
23764075,10908.15055
23764077,52630.15755
23764079,7456.66215
23764081,15034.49885
23764083,12237.37156
23764085,27297.71057
23764087,11101.71945
23764089,16126.80247
23764091,17693.19955
23764093,5889.782342
23764095,5032.805904
23764097,20636.17937
23764099,13728.9944
23764101,12944.68896
23764103,7385.974416
23764105,29171.11127
23764107,42063.36247
23764109,9378.237937
23764111,3081.272173
23764113,30624.64752
23764115,3278.808608
23764117,0
23764119,223288.2969
23764121,39866.42042
23764123,41530.36438
23764125,90086.05469
23764127,21266.6145
23764129,59882.75982
23764131,98642.8611
23764133,13167.74941
23764135,11668.54544
23764137,90635.8304
23764139,3650.169781
23764141,8850.111658
23764143,0
23764145,18659.2777
23764147,9376.474764
23764149,37554.90845
23764151,1982.948085
23764153,66379.14063
23764155,4544.604076
23764157,139478.7388
23764159,22156.72302
23764161,21860.60289
23764163,199817.3972
23764165,19100.94098
23764167,3382.063726
23764169,3819.630411
23764171,122239.0156
23764173,121899.7025
23764175,8591.702361
23764177,3431.261404
23764179,68483.30745
23764181,53.60659882
23764183,82872.2225
23764185,11639.08982
23764187,63877.71739
23764189,388.6382466
23764191,3655.700548
23764193,6003.053824
23764195,4280.131458
23764197,1561.799979
23764199,3874.467805
23764201,26671.99973
23764203,72587.04619
23764205,0
23764207,5589.36731
23764209,177526.0697
23764211,278.9019452
23764213,12516.58274
23764215,5537.960548
23764217,30656.98498
23764219,1895567.875
23764221,18388.60205
23764223,1185.680301
23764225,5955.870456
23764227,39013.9546
23764229,72801.04661
23764231,4302105
23764233,69990.55644
23764235,2323.764658
23764237,25843.75712
23764239,533.9480591
23764241,17049.69832
23764243,25522.42112
23764245,1395.734959
23764247,66246.12403
23764249,27109.51389
23764251,18348.91551
23764253,8483.424658
23764255,114706.9733
23764257,26272.76795
23764259,2185.648521
23764261,732.3849863
23764263,9.416262329
23764265,20222.6811
23764267,14751.74058
23764269,33259.28151
23764273,4070.421008
23764275,57659.83003
23764277,53238.94454
23764279,134891.631
23764281,4225.618356
23764283,25524.69972
23764285,812054.4575
23764287,8913.649315
23764289,77110.78356
23764291,37417.86904
23764293,83633.16
23764295,31175.63836
23764297,56692.29041
23764299,12055.28959
23764301,0
23764303,934.248411
23764305,9915.727539
23764307,16.41198904
23764309,5464.079488
23764311,321.6820561
23764313,102.1889688
23764315,42860.56521
23764317,7102.867611
23764319,30040.30438
23764321,7042.694795
23764323,18754.93438
23764325,1443.841644
23764327,61630.2674
23764329,0
23764331,149920.4531
23764339,15863.7547
23764341,4009.162983
23764343,93706.66438
23764345,6661.762207
23764347,3345.379233
23764349,1331.317068
23764351,2.187721644
23764353,179416.1918
23764355,123231.3168
23764357,80378.00548
23764359,73.1990137
23764361,0
23764363,0
23764365,97548.85938
23764367,17314.15784
23764369,282876.1068
23764371,2336.526
23764373,1562.601917
23764375,24621.03833
23764377,7984.172328
23764379,232.2731301
23764381,1213.839288
23764383,128566.583
23764385,17274.54297
23764387,5406.21752
23764389,2387.969967
23764391,148477.3281
23764393,244491.4375
23764395,1114.067096
23764397,17495.34375
23764399,13547.94033
23764401,24792.42685
23764403,4.067541276
23764405,38691.09871
23764407,0
23764409,58922.92603
23764411,81735.63797
23764413,13539.28192
23764415,2630.606959
23764417,1105.027479
23764419,0
23764421,0
23764423,12527.35546
23764425,55923.83836
23764427,45381.99082
23764429,318.3310521
23764431,104281.2575
23764433,4266.959096
23764435,0
23764437,12839.42745
23764439,21433.64219
23764441,903030.875
23764445,17300.3289
23764447,26636.34493
23764449,0
23764451,49920.07391
23764453,5119.584405
23764457,0
23764459,242.1853151
23764461,2468.658904
23764463,0
23764465,0
23764467,32671.47123
23764469,0
23764471,2675.811781
23764473,40601.61945
23764475,213901.0586
23764477,4579.520548
23764479,17356.40165
23764481,20111.36657
23764483,97273.89844
23764485,112706.1616
23764487,20982.54658
23764489,329347.0192
23764491,19173.48789
23764493,299313.9688
23764495,274.8316438
23764497,2878.458904
23764499,672.2629315
23764501,3766.842329
23764503,4873.464247
23764505,10377.37389
23764507,32545.56699
23764509,39682.02436
23764511,38977.27249
23764513,72886.01918
23764515,220296.074
23764517,59115.04554
23764519,8913.242379
23764521,12243.49648
23764523,955.0318356
23764525,57086.66301
23764527,36593.3006
23764529,5.491830411
23764531,3940.848493
23764533,785.2080822
23764535,4068.129041
23764537,1151.104274
23764539,11103.37345
23764541,1628.423836
23764543,4966.397949
23764547,3.670953156
23764549,4565.01416
23764551,109216.6841
23764553,11966.22074
23764555,35426.86027
23764557,13521.80179
23764559,0
23764561,31595.92085
23764563,4293.469315
23764565,168.3889465
23764567,3199.792744
23764569,0
23764571,82096.99808
23764573,22600.28493
23764575,0
23764577,237091.9844
23764579,31335.56137
23764581,26819.28321
23764583,15236.04164
23764585,20690.07813
23764587,108991.4712
23764589,4482.519551
23764591,69873.52344
23764593,160892.9507
23764595,38209.93315
23764597,40737.6411
23764599,23128.41312
23764601,44383.38082
23764603,42622.80078
23764605,84795.48493
23764607,28715.33594
23764609,85917.25781
23764611,169536.2928
23764613,52554.93699
23764615,141133.6438
23764617,184571.8948
23764619,86981.47479
23764621,121670.2734
23764623,0
23764625,78768.03041
23764627,12880.39414
23764629,48341.3589
23764631,243129.6411
23764633,65757.86959
23764635,0
23764637,74607.13282
23764639,139705.9479
23764641,249861.7151
23764643,5891.40923
23764645,46384.76712
23764647,36597.82192
23764649,41688.85479
23764651,49417.87644
23764653,195550.7914
23764657,2089.20639
23764659,1777.989699
23764661,997.1966301
23764663,37422.74137
23764665,52467.53906
23764667,365851.2247
23764669,60961.89041
23764671,255883.4425
23764673,0
23764675,4049.471436
23764677,5356.933397
23764679,0
23764681,9054.517523
23764683,0
23764685,175100.1537
23764687,19519.90039
23764689,1430.808411
23764691,61249.98438
23764693,11386.68308
23764695,5725.590658
23764697,53.35783562
23764701,1147.871951
23764703,460221.1562
23764705,11874.35014
23764707,8553.597534
23764709,28744.88219
23764711,128593.1563
23764713,0
23764715,38.5144389
23764717,362.7018247
23764719,388.3966849
23764721,1140.316521
23764723,1730.39589
23764727,21.45514603
23764729,55488.43767
23764731,38741.49616
23764733,0
23764735,570.8018384
23764737,0
23764739,31863.99723
23764741,22857.48094
23764743,22867.68169
23764747,294228.5553
23764751,3202.388428
23764753,186599.8534
23764755,477487
23764757,5825.360548
23764759,0
23764761,150.0637364
23764763,80767.29062
23764765,1966.608658
23764767,86704.28219
23764769,53927.76863
23764771,314.1100274
23764773,60991.69315
23764775,0
23764777,0
23764779,7.114438356
23764781,0
23764783,0
23764785,5660.009277
23764787,0
23764789,70366.98904
23764791,14.84917644
23764793,69067.02707
23764795,31.14856603
23764797,174.881211
23764799,2597.548192
23764801,52129.29107
23764803,3069.879123
23764805,0
23764807,3184.661918
23764809,0
23764811,0
23764813,33474.97808
23764815,817.1605479
23764817,3272.242192
23764819,7097.220822
23764821,2.303607123
23764823,0
23764825,7532.494141
23764827,108234.7068
23764831,0
23764833,251107.5863
23764835,105019.217
23764837,865.0256712
23764839,0
23764841,6966.786133
23764843,3410.448
23764845,0
23764847,0.128202321
23764849,332.4572877
23764851,1.299788548
23764853,0
23764855,0
23764857,0
23764859,9957.630859
23764861,0
23764863,149593.763
23764865,117820.5205
23764867,3606.066575
23764869,3119.075684
23764871,5628.919922
23764873,21418.38337
23764875,38926.23625
23764877,0
23764879,946.0361918
23764881,225770.1723
23764883,18598.85742
23764885,35692.70959
23764887,175.1461223
23764889,389.2869945
23764891,0
23764893,0
23764895,159.3212589
23764897,0
23764899,169577.9096
23764901,121479.5022
23764903,107483.4296
23764905,3513.154521
23764907,10704.66082
23764911,38610.21484
23764913,8062.306668
23764915,0
23764917,58110.23047
23764919,4595.1
23764921,5.676379479
23764923,931.9050903
23764925,224788.3512
23764927,0
23764929,0.34772474
23764931,0
23764933,29314.93307
23764937,151905.7389
23764943,60576.52603
23764945,16162.01854
23764947,8.958805479
23764949,201978.4142
23764959,75249.0411
23764961,0
23764963,14099.42805
23764967,562267.5616
23764969,15871.94707
23764971,62563.59575
23764973,194098.3241
23764977,313845.4537
23764979,21238.76168
23764981,7295.70411
23764983,277289.125
23764985,0.169807397
23764987,152427.526
23764989,50336.274
23764991,2690.034748
23764993,566918.0014
23764995,233501.557
23764997,54510.99588
23764999,46775.48219
23765001,1268.120203
23765003,0
23765005,0
23765007,210798.2827
23765009,0
23765013,288251.0625
23765015,102202.2189
23765017,3968.424074
23765019,0
23765021,57943.02493
23765025,0
23765027,81481.51808
23765029,94453.07813
23765031,92008.03906
23765033,246992.3836
23765037,79503.16767
23765039,104262.6986
23765041,71817.42493
23765043,240892.7031
23765045,948.276
23765047,35472.69531
23765049,13.86555205
23765051,0.018799027
23765053,18895.78134
23765055,10667.26438
23765057,0
23765059,7315.442466
23765061,17397.16027
23765063,926.4927329
23765065,241666.5625
23765067,698.1293425
23765069,39643.15068
23765071,61558.37891
23765073,142939.1342
23765075,110603.0877
23765077,307.0082129
23765079,1540.302658
23765081,120232.1172
23765083,35420.60877
23765085,0
23765087,14247.71906
23765089,5355.62137
23765091,0
23765093,324113.3438
23765095,47296.32329
23765097,45448.75151
23765099,10914.89063
23765101,129303.0411
23765103,0
23765105,19315.31573
23765107,278.1206112
23765109,0
23765111,112648.5938
23765113,0
23765115,53173.72603
23765117,11318.91705
23765119,0
23765121,53134.21644
23765123,35435.87671
23765125,75223.0274
23765127,60501.03879
23765129,0
23765131,0
23765133,0
23765135,128654.8274
23765137,334021.4795
23765139,11212.19955
23765141,287045.4688
23765143,15396.00124
23765145,107246.2767
23765147,0
23765149,0
23765151,61264.48759
23765155,226730.9589
23765157,0
23765159,19102.98608
23765161,11415.62684
23765163,14314.66139
23765165,30180.5318
23765167,19870.61398
23765169,99564.36164
23765171,69865.20871
23765173,44752.91334
23765175,328934.4082
23765177,0
23765179,16115.13992
23765181,876.8051367
23765183,0
23765185,3508.240438
23765187,134945.5619
23765189,15266.77141
23765191,8838.700931
23765193,11286.96559
23765195,9800.6844
23765197,7653.700274
23765199,35355.82853
23765201,90528.1383
23765203,51609.53868
23765205,1864.138282
23765207,691.8655068
23765209,0
23765211,149174.8594
23765213,0
23765215,34174.40827
23765217,207814.7425
23765219,0
23765221,43103.48626
23765223,11823.31212
23765225,29350.00466
23765227,24763.84586
23765229,47255.63305
23765231,60252.54247
23765233,108268.3019
23765235,16708.24198
23765237,142743.8466
23765239,24352.42785
23765241,20654.5454
23765243,58263.20527
23765245,35805.84855
23765247,40516.60767
23765249,30610.31492
23765251,120848.3075
23765253,0
23765255,182094.9041
23765257,34532.53973
23765259,213506.7969
23765261,48348.1726
23765263,533.1696411
23765265,23808.18945
23765267,55096.01444
23765269,100669.0849
23765271,60307.11781
23765273,34264.43174
23765275,47441.48468
23765277,61751.07528
23765279,26960.52175
23765281,0
23765283,22563.93164
23765285,12577.05198
23765287,38010.56389
23765289,146721.5918
23765291,28525.38904
23765295,86786.75836
23765297,20481.75658
23765299,29905.97896
23765301,118948.3262
23765303,93073.41871
23765305,23966.42425
23765307,76417.11008
23765309,9108.751561
23765311,32536.10392
23765313,7439.467151
23765317,63955.33973
23765319,31683.82216
23765321,311275.375
23765323,24329.9275
23765325,5374.350411
23765327,497.9864137
23765329,164865.4521
23765331,0
23765333,20038.10504
23765335,9476.092603
23765337,103917.189
23765339,50208.43225
23765341,32093.28302
23765343,56116.45578
23765345,76756.85162
23765347,126036.8219
23765349,40.28953447
23765351,86.11200822
23765353,12815.73438
23765355,170069.8906
23765357,146876.0877
23765359,0
23765361,291.4621184
23765363,0
23765365,0
23765367,26.85133282
23765369,85494.73973
23765371,256166.8594
23765373,39760.81754
23765375,92986.82466
23765377,627165.4375
23765379,29017.91016
23765381,192689.2344
23765383,525784.0625
23765385,11492.2626
23765387,25400.50767
23765389,0
23765391,235753.0938
23765393,364591.4688
23765395,4918.498192
23765397,0
23765399,165436.5313
23765401,0
23765403,80647.44082
23765405,197141.0313
23765407,266052.5938
23765409,0
23765411,414775.2188
23765413,58081.60274
23765415,468.2914504
23765417,56828.04329
23765419,0
23765421,7314.530762
23765423,267661.4688
23765425,0
23765427,0
23765429,22829.38521
23765435,10501.90027
23765437,66622.93151
23765443,239993.2344
23765447,1551.589915
23765449,39806.16575
23765451,374.4892027
23765453,48104.87671
23765455,8743.809863
23765457,27161.72264
23765459,5681.324384
23765461,216770.3589
23765463,10010.92236
23765465,16769.72712
23765467,19884.1463
23765469,102.1808556
23765471,27085.78125
23765473,372175.7188
23765475,46599.77836
23765477,42731.9589
23765479,5658.493562
23765483,19255.20822
23765485,16396.14016
23765487,220186.7647
23765489,42480.37891
23765491,41472.3125
23765493,3275.328411
23765495,11838.57551
23765497,44472.74795
23765499,11820.71918
23765501,26782.91178
23765503,49184.44685
23765505,102043.3032
23765507,5515.518863
23765509,45570.90822
23765511,57978.33945
23765513,366437.3425
23765515,44952.80959
23765517,23305.32247
23765519,2929.389534
23765521,115969.9578
23765523,28689.35264
23765525,44938.28959
23765527,7687.278493
23765529,26757.74055
23765531,1297.480274
23765533,15235.20658
23765535,64346.89315
23765537,16101.73808
23765539,46256.78301
23765541,10807.80066
23765543,16851.70703
23765545,59305.26493
23765547,65639.5726
23765549,60175.61096
23765551,12860.2989
23765553,13656.22775
23765555,21855.24538
23765557,40751.11151
23765559,113307.6025
23765561,30520.79573
23765563,15885.21608
23765565,8905.475671
23765567,45649.47699
23765569,22381.13458
23765571,156442.6742
23765573,27135.08584
23765575,16727.03322
23765577,63637.94795
23765579,237091.9844
23765581,97232.20381
23765583,3033955.057
23765585,219279.9063
23765587,69588.97373
23765589,146918.2356
23765593,30009.14795
23765595,136.9270325
23765597,50.17111151
23765599,35.2761863
23765601,70.69766137
23765603,111561.7562
23765607,4509.01598
23765609,0
23765611,226835.4688
23765613,251475.5313
23765615,414417
23765617,24482.76953
23765619,24035.8274
23765621,0
23765623,234956.375
23765625,607958.4375
23765627,199638.125
23765629,499867.125
23765631,157457.6875
23765633,202266.9531
23765635,0
23765637,0
23765639,68131.63281
23765641,277233.3125
23765643,41634.28685
23765645,0
23765647,16288.22266
23765649,56696.41797
23765651,0
23765653,519.3032252
23765655,1992.275342
23765657,306347.1764
23765659,0
23765661,249697.2656
23765679,0
23765693,6772385
23765753,0
23765763,188589
23765845,6818206.5
23765847,0
23765853,1.857056268
23765865,0
23765867,0
23765869,4607691.5
23765871,6999029.5
23765881,103.5886258
23765883,3370.396484
23765945,8437954
23765947,8711582
23765955,261101.5156
23765959,740.8638986
23765999,278218.3438
23772701,3953208.75
23772703,4426067.467
23772705,2042454.714
23772707,1318674.556
23772709,2658130.67
23772711,2662928.75
23772713,3751916.584
23772715,2583478.5
23772717,25985346.3
23772719,5236951.5
23772721,11968681.21
23772723,5952199.5
23772725,13174599
23772727,70821095.65
23772729,11223949.09
23772731,26775899.7
23772733,6399416.661
23772735,5085329.096
23772737,4551536.264
23772739,6287283.278
23772741,14409902.11
23772743,11805266.94
23772745,34560243.62
23772747,6972587.671
23772749,24429483.37
23772751,6994292
23772753,5485954.469
23772755,3129857.093
23772757,3557137.899
23772759,10212430.4
23772761,5535643
23772763,7438077.422
23772765,27405478.26
23772767,14208739
23772769,59486717.78
23772771,3329224.193
23772773,6328916.871
23772775,22699083.09
23772777,2706143
23772779,13193207.78
23772781,9694424.139
23772783,19160139.8
23772785,10669756.05
23772787,840707.7375
23772789,30294803.14
23772791,2648748.004
23772793,4612098.089
23772795,21147627.98
23772797,1574802.016
23772799,5390937.635
23772801,15954967
23772803,6300240.447
23772805,7322549.937
23772807,4442581
23772809,7795406
23772811,3818647.808
23772813,765439.6875
23772815,8429414
23772817,3176027.75
23772819,2043356.908
23772821,725040.6639
23772823,1872156.232
23772825,16095384.8
23772829,27305103.05
23772831,111627.9844
23772833,148063.1396
23772835,112979.6836
23772837,93844.76811
23772839,5347693.959
23772841,1738969.617
23772843,1320969.167
23772845,1260395.43
23772847,5195983.5
23772849,1107354.905
23772851,1265720.125
23772853,1576492.283
23772855,10855606.88
23772857,31046660.6
23772859,4191932.117
23772861,6983036.305
23772863,557451.4293
23772865,6552508.596
23772867,40194.97037
23772869,5445679.5
23772871,15291967.49
23772873,12969256.37
23772875,5327493.678
23772877,955031.6499
23772879,1394504.327
23772881,2603562.25
23772883,17718538.63
23772885,29889501.57
23772887,55240.47574
23772889,251371.1313
23772891,142236.8742
23772893,40263.36362
23772895,263090.5536
23772897,202677.1069
23772899,152570.0505
23772901,141223.4544
23772903,37145332.2
23772905,8851603.569
23772907,2355646.25
23772909,16553012.73
23772911,520314.587
23772913,1419328.801
23772915,2978891.75
23772917,2343070
23772919,10661602
23772921,0
23772923,246302.3593
23772925,328301.3318
23772927,119227.6739
23772929,0
23772931,41949.18492
23772933,15545050.95
23772935,20194244
23772937,0
23772939,223429.3847
23772941,36368.57677
23772943,39956.30655
23772945,2492658.686
23772947,13841457
23772949,43277533.47
23772951,678888.4375
23772953,915290.6459
23772955,1021350.422
23772957,885613.0715
23772959,911438.782
23772961,934712.8242
23772963,205039.9269
23772965,598160.6469
23772967,473388.8617
23772969,459236.7217
23772971,425064.4316
23772973,360502.3251
23772975,252029.1851
23772977,242634.7582
23772979,140960.1524
23772981,110740.9227
23772983,49405.72882
23772985,15542752
23772987,15333201
23772989,19340472
23772991,1292088.665
23772993,13058530.17
23772995,7764677.577
23772997,26787828.75
23772999,2671137.06
23773001,8745489.176
23773003,4029093.927
23773005,582901.7942
23773007,7354489.769
23773009,6983201.54
23773011,3851804.5
23773013,4697609.5
23773015,3065305
23773017,1939968.875
23773019,3198569.75
23773021,3329387.5
23773023,1806918.375
23773025,3058438.75
23773027,2530528.25
23773029,2064441.663
23773031,2692306.684
23773033,1917567.484
23773035,655301.9175
23773037,2561703.5
23773039,2152907.75
23773041,246240.8862
23773043,199278.1566
23773045,146144.3867
23773047,3139514.8
23773049,2095832.733
23773051,1836667.816
23773053,1215154.625
23773055,2795051.72
23773057,1123817.5
23773059,1606936.5
23773061,2004833.75
23773063,2051958.375
23773065,431266.0568
23773067,308428.4374
23773069,291986.0857
23773071,286867.4013
23773073,193389.6265
23773075,129869.4125
23773077,112377.041
23773079,1514151.875
23773081,2091364.012
23773083,1818703.488
23773085,1266402.228
23773087,962893.1592
23773089,1618585.31
23773091,1691328.034
23773093,337277.8902
23773095,1123640.5
23773097,1649639.154
23773099,1596931.667
23773101,294115.765
23773103,340757.5932
23773105,229995.7462
23773107,89349.42255
23773109,1237642.02
23773111,822462.25
23773113,1135690.286
23773115,487548.0853
23773117,491013.71
23773119,360875.1016
23773121,233926.389
23773123,635101.9077
23773125,615625.2896
23773127,82308.14844
23773129,506954.2258
23773131,421753.3175
23773133,258712.2797
23773135,0
23773137,0
23773139,0
23773143,64975.03282
23773145,5518.728366
23773147,0
23773149,7462.763672
23773151,81619.05715
23773153,1025546.44
23773155,1048734.533
23773157,1109990.931
23773159,834263.5649
23773161,1037133.772
23773163,971646.4718
23773165,499876.3038
23773167,561011.917
23773169,395840.2737
23773171,306962.1615
23773173,246648.9362
23773175,162908.88
23773177,9939.892387
23773179,421185.1677
23773181,101863.0439
23773183,64290.35786
23773185,113128.6078
23773187,636122.715
23773189,495473.2271
23773191,498014.1407
23773193,391045.1442
23773195,341279.9094
23773197,383073.2761
23773199,240159.746
23773201,236860.184
23773203,152202.0942
23773205,116789.0383
23773207,9255845
23773209,14343122.74
23773211,27579824.38
23773215,8757543
23773217,29581705.1
23773219,1024051.341
23773221,5375643.817
23773223,342055.4712
23773225,5950395.427
23773227,5693450.115
23773229,6611941.779
23773231,3254256.861
23773233,3719350.603
23773235,2572925.338
23773237,7943271.666
23773239,7558107.649
23773241,8252212.299
23773243,5106807.264
23773245,8080262.413
23773247,5380703.857
23773249,2384563.345
23773251,1356660.5
23773253,3013575.39
23773255,3169351.803
23773257,2988027.107
23773259,3057814.742
23773261,1078675.42
23773263,1021329.715
23773265,144158.4925
23773267,350066.9906
23773269,947097.1068
23773271,382752.7323
23773273,2226.950244
23773275,1611293.161
23773277,876412
23773279,2346001.718
23773281,1539753.838
23773283,864052.7458
23773285,281408.1088
23773287,227829.8518
23773289,66812.87203
23773291,2702953.426
23773293,2627917.333
23773295,1943957.808
23773297,2301080.652
23773299,1817524.958
23773301,975677.1594
23773303,748903.6896
23773305,394461.9263
23773307,254973.3789
23773309,2108651.647
23773311,8062685.725
23773313,13537903.91
23773315,13781216.65
23773317,12748171.21
23773319,2945873.062
23773321,2293382.049
23773323,275770.4129
23773327,3788684.776
23773329,3534740.919
23773331,9282681.078
23773333,7026508.38
23773335,546932.5042
23773337,336664.5402
23773339,273471.1938
23773341,165418.6875
23773343,0
23773345,227330.1506
23773347,9410723.763
23773349,7362390.622
23773351,9436494.728
23773353,8207104.262
23773355,7093113.5
23773357,2148705.523
23773359,7631446.458
23773361,2767173.18
23773363,97716.38115
23773365,5384280.114
23773367,6324919.597
23773369,607603.5462
23773371,3330823.978
23773373,1620419.375
23773375,706992.1803
23773377,2889366.794
23773379,861680.6998
23773381,674425.5772
23773383,1464375.853
23773385,154498.3906
23773387,638414.1203
23773389,524109.4911
23773391,496888.963
23773393,454807.9299
23773395,207836.8311
23773397,123185.109
23773399,83213.53577
23773401,1004552.688
23773403,2707432.561
23773405,3360530.13
23773407,898657.2473
23773409,422922.6153
23773411,1032152.913
23773413,787174.4301
23773415,471806.5466
23773417,265124.8018
23773419,239556.1123
23773421,254474.3402
23773423,174983.9707
23773425,754363.5265
23773427,999039.2012
23773429,1697621.287
23773431,1015161.595
23773433,639117.6228
23773435,269851.0363
23773437,147296.2979
23773439,121612.8129
23773441,94860.9976
23773443,76800.40723
23773445,254309.0189
23773447,173689.4076
23773449,96278.63787
23773451,85558.6097
23773453,81926.14893
23773455,229572.9273
23773457,208866.9937
23773459,173018.32
23773461,53329.98678
23773463,204900.8428
23773465,210863.7411
23773467,853474.6875
23773469,1229036.866
23773471,537312.0987
23773473,574984.7735
23773475,293623.9982
23773477,136260.5813
23773479,53871.54173
23773481,39378.53439
23773483,186837.2433
23773485,266060
23773487,141444.6008
23773489,290153.5471
23773491,24476.4237
23773493,187943.0298
23773495,548492.2915
23773497,49081.78516
23773499,370057.4351
23773501,88367.42481
23773503,75343.24391
23773505,85512.89803
23773507,1376893.125
23773509,1582460.929
23773511,945204.0625
23773513,895317.1488
23773515,207069.1208
23773517,2691791.277
23773519,145796.3487
23773521,4189715.211
23773523,2092669.134
23773525,777954.4258
23773527,2529090.277
23773529,3314497.375
23773531,5314617.551
23773533,4446364.927
23773535,1157581.914
23773537,599812.3378
23773539,218423.696
23773541,159566.7547
23773543,4603.108251
23773545,60822.33894
23773547,84308.16656
23773549,78882.57881
23773551,38528.72778
23773553,2868886.773
23773555,2028530.116
23773557,513473.4736
23773559,1717891.656
23773561,1694685.103
23773563,1381263.581
23773565,718266.5953
23773567,501765.411
23773569,498739.5403
23773571,430147.5712
23773573,355885.5763
23773575,101142.9674
23773577,397743.2786
23773579,346255.6208
23773581,182751.5209
23773583,224000.6061
23773585,62755.15637
23773587,254568.8439
23773589,239018.16
23773591,95331.90814
23773593,79408.91581
23773595,48134.73695
23773597,48580.06177
23773599,27204.42105
23773601,492715.8493
23773603,310873.1206
23773605,97731.81407
23773607,91785.84052
23773609,48131.14955
23773611,33525.96215
23773613,423328.1671
23773615,357389.3236
23773617,267269.4814
23773619,315793.8082
23773621,69305.79978
23773623,5816214
23773625,150492.1433
23773627,896.8270245
23773629,18284896
23773631,16292408
23773633,2800829.5
23773635,2311040.25
23773637,164224.7851
23773639,179944.9315
23773641,40048.86719
23773643,67257.11227
23773645,34719.0027
23773649,287780.797
23773651,635946.3666
23773653,393267.0471
23773655,379955.1781
23773657,228408.4932
23773659,941383.5625
23773661,163377.0938
23773663,120975.3406
23773665,9766.65927
23773667,106589.1016
23773669,97752.74014
23773671,250980.7403
23773673,173717.0861
23773675,93111.94842
23773677,124669.0394
23773679,201049.6205
23773681,552818.6581
23773683,194462.1592
23773685,516963.6962
23773687,190072.1113
23773689,142366.7369
23773691,156666.1375
23773693,524856.8795
23773695,88517.12811
23773697,56453.68816
23773699,413070.1788
23773701,325181.2353
23773703,88723.51094
23773705,74296.31889
23773707,623054.3564
23773709,84864.98318
23773711,119824.1451
23773713,22192.38909
23773715,0
23773717,117386.1478
23773719,11042703
23773721,103163.9391
23773723,85691.45585
23773725,129828.2648
23773727,13922.26294
23773729,26139.3314
23773731,455041.8349
23773733,37840.14491
23773739,132844.1121
23773741,165279.2536
23773745,81821.43608
23773747,131693.8356
23773749,194170.1901
23773751,110268.2617
23773753,278584.0022
23773755,413642.1526
23773757,15071.20014
23773759,151737.4921
23773761,405432.46
23773763,33016.57545
23773765,239387.6396
23773767,174678.3271
23773769,159798.709
23773771,15436.0516
23773773,67502.50775
23773775,95589.88792
23773777,506085.6554
23773779,19405.95168
23773781,165742.1262
23773785,209494.0031
23773787,62756.58945
23773789,78811.36956
23773791,49815.62671
23773793,89539.06858
23773795,148997.8664
23773797,200520.3699
23773799,216868.2258
23773801,51188.57824
23773803,43868.52879
23773805,26806.25784
23773807,99621.56292
23773809,86391.78493
23773811,4733.764447
23773813,112114.4277
23773815,56073.2152
23773817,29756.36104
23773819,45301.0558
23773821,48896.47539
23773823,58352.31016
23773825,16587.63719
23773827,149056.7663
23773829,15994.39881
23773831,44778.34874
23773833,30798.95307
23773835,95372.65182
23773837,28254.58422
23773839,32015.47598
23773841,78737.93106
23773843,64205.22365
23773845,23416.7337
23773847,38425.79449
23773849,27025.52079
23773851,51431.16759
23773853,172496.8859
23773855,17597.76261
23773857,19998.44945
23773859,18749.92465
23773861,21466.37497
23773863,46593.87189
23773865,189487.9604
23773867,65098.18208
23773869,40380.09576
23773871,319268.7813
23773873,17542.37946
23773875,35776.03751
23773877,63931.8844
23773879,7786.119205
23773881,225746.3726
23773883,39098.59152
23773885,18622.87866
23773887,41254.2274
23773889,13290.0803
23773891,253532.9848
23773893,38465.83496
23773895,25641.93722
23773897,54046.03151
23773899,17748.19948
23773901,378057.9461
23773903,29271.20581
23773905,168617.4351
23773907,63574.88799
23773909,53193.75156
23773911,42330.67031
23773913,171715.4105
23773915,51016.94825
23773917,67298.11036
23773919,29082.05075
23773921,67442.78065
23773923,338739.6909
23773925,27560.68323
23773927,57769.6625
23773929,15262.77497
23773931,12302.59424
23773933,64248.09661
23773935,22133.91787
23773937,9820.561427
23773939,20157.32216
23773941,36327.4472
23773943,13540.92701
23773945,6460.046388
23773947,55712.6566
23773949,21406.81042
23773951,17201.67205
23773953,15022.67818
23773955,223845.1126
23773957,15953.51467
23773959,404194.7831
23773961,49781.13707
23773963,11159.8732
23773965,24490.0064
23773967,119485.5775
23773969,27252.73355
23773971,206652.8556
23773973,38251.8683
23773975,86440.89561
23773977,157767.7825
23773979,541900.2457
23773981,34505.74948
23773983,19912.10157
23773985,592659.1922
