"comid","tocomid","TOT_NLCD01_11","TOT_NLCD01_12","TOT_NLCD01_21","TOT_NLCD01_22","TOT_NLCD01_23","TOT_NLCD01_24","TOT_NLCD01_31","TOT_NLCD01_41","TOT_NLCD01_42","TOT_NLCD01_43","TOT_NLCD01_52","TOT_NLCD01_71","TOT_NLCD01_81","TOT_NLCD01_82","TOT_NLCD01_90","TOT_NLCD01_95","TOT_NODATA"
23099804,23099802,0.73,0.08,2.17,1.64,0.61,0.14,1.17,0.11,42.53,0.02,35.19,5.24,3.26,5.88,0.98,0.26,NA
23099806,23099804,0.73,0.08,2.16,1.64,0.61,0.14,1.17,0.11,42.55,0.02,35.2,5.24,3.26,5.87,0.98,0.26,NA
23099808,23099806,0.73,0.08,2.15,1.64,0.61,0.14,1.17,0.11,42.59,0.02,35.19,5.24,3.24,5.87,0.98,0.25,NA
23099810,23099808,0.73,0.08,2.15,1.64,0.61,0.15,1.17,0.11,42.61,0.02,35.19,5.24,3.24,5.86,0.97,0.25,NA
23099812,23099810,0.73,0.08,2.14,1.63,0.61,0.15,1.17,0.11,42.64,0.02,35.18,5.24,3.23,5.85,0.97,0.24,NA
23099814,23099812,0.73,0.08,2.14,1.63,0.61,0.15,1.17,0.11,42.64,0.02,35.18,5.24,3.23,5.85,0.97,0.24,NA
23099816,23099814,0.73,0.08,2.14,1.63,0.61,0.15,1.17,0.11,42.65,0.02,35.18,5.24,3.23,5.85,0.96,0.24,NA
23099818,23099816,0.73,0.08,2.14,1.63,0.61,0.15,1.17,0.11,42.65,0.02,35.18,5.24,3.23,5.86,0.96,0.24,NA
23099820,23099818,0.73,0.08,2.14,1.63,0.61,0.15,1.17,0.11,42.66,0.02,35.18,5.24,3.23,5.86,0.96,0.24,NA
23099822,23099820,0.72,0.08,2.14,1.63,0.61,0.15,1.17,0.11,42.68,0.02,35.19,5.25,3.22,5.86,0.95,0.22,NA
23099824,23099822,0.72,0.08,2.14,1.63,0.61,0.15,1.17,0.11,42.68,0.02,35.19,5.25,3.22,5.86,0.95,0.22,NA
23099826,23099824,0.72,0.08,2.14,1.63,0.61,0.15,1.17,0.11,42.69,0.02,35.2,5.25,3.22,5.86,0.95,0.22,NA
23099828,23099826,0.72,0.08,2.13,1.63,0.61,0.15,1.17,0.11,42.73,0.02,35.17,5.25,3.22,5.85,0.94,0.21,NA
23099830,23099828,0.72,0.08,2.13,1.63,0.61,0.15,1.17,0.11,42.74,0.02,35.17,5.25,3.22,5.85,0.94,0.21,NA
23099832,23099830,0.72,0.08,2.13,1.63,0.61,0.15,1.17,0.11,42.74,0.02,35.17,5.25,3.22,5.85,0.94,0.21,NA
23099834,23099832,0.72,0.08,2.13,1.63,0.61,0.15,1.17,0.11,42.74,0.02,35.17,5.25,3.22,5.85,0.94,0.21,NA
23099836,23099834,0.72,0.08,2.13,1.63,0.61,0.15,1.17,0.11,42.74,0.02,35.17,5.25,3.22,5.85,0.94,0.21,NA
23099838,23099836,0.72,0.08,2.13,1.63,0.61,0.15,1.17,0.11,42.74,0.02,35.17,5.25,3.22,5.85,0.94,0.21,NA
23099840,23099838,0.72,0.08,2.13,1.63,0.61,0.15,1.17,0.11,42.74,0.02,35.17,5.25,3.22,5.85,0.94,0.21,NA
23099842,23099840,0.72,0.08,2.13,1.63,0.61,0.15,1.17,0.11,42.74,0.02,35.17,5.25,3.22,5.85,0.94,0.21,NA
23099844,23099842,0.76,0.08,2.07,1.6,0.62,0.15,1.21,0.12,43.19,0.01,34.97,5.34,3.14,5.6,0.94,0.2,NA
23099846,23099844,0.79,0.08,1.95,1.58,0.62,0.15,1.27,0.12,45.21,0.02,33.64,5.4,3.13,4.87,0.97,0.2,NA
23099848,23099846,0.79,0.08,1.95,1.58,0.62,0.15,1.27,0.12,45.21,0.02,33.64,5.4,3.13,4.87,0.96,0.19,NA
23099850,23099848,0.79,0.08,1.95,1.58,0.62,0.15,1.27,0.12,45.21,0.02,33.64,5.4,3.13,4.87,0.96,0.19,NA
23099852,23099850,0.81,0.09,1.81,1.38,0.49,0.12,1.3,0.12,46.24,0.02,33.48,5.47,2.99,4.5,0.98,0.2,NA
23099854,23099852,0.81,0.09,1.81,1.38,0.49,0.12,1.3,0.12,46.24,0.02,33.48,5.47,2.99,4.5,0.98,0.2,NA
23099856,23099854,0.81,0.09,1.81,1.38,0.49,0.12,1.3,0.12,46.24,0.02,33.48,5.47,2.99,4.51,0.98,0.2,NA
23099858,23099856,0.81,0.09,1.81,1.38,0.48,0.12,1.3,0.12,46.24,0.02,33.49,5.47,2.99,4.51,0.98,0.2,NA
23099860,23099858,0.81,0.09,1.81,1.38,0.48,0.12,1.3,0.12,46.25,0.02,33.49,5.47,2.99,4.51,0.98,0.19,NA
23099862,23099860,0.81,0.09,1.8,1.37,0.45,0.11,1.3,0.12,46.28,0.02,33.51,5.48,3,4.51,0.97,0.19,NA
23099864,23099862,0.8,0.09,1.8,1.36,0.44,0.11,1.3,0.12,46.3,0.02,33.53,5.48,3,4.51,0.97,0.19,NA
23099866,23099864,0.8,0.09,1.8,1.36,0.44,0.11,1.3,0.12,46.3,0.02,33.53,5.48,3,4.51,0.97,0.19,NA
23099868,23099866,0.8,0.09,1.8,1.36,0.44,0.11,1.3,0.12,46.3,0.02,33.53,5.48,3,4.51,0.97,0.19,NA
23099870,23099868,0.8,0.09,1.79,1.34,0.42,0.11,1.3,0.12,46.33,0.02,33.55,5.48,3,4.51,0.96,0.19,NA
23099872,23099870,0.8,0.09,1.79,1.34,0.42,0.11,1.3,0.12,46.33,0.02,33.55,5.48,3,4.51,0.96,0.19,NA
23099874,23099872,0.8,0.09,1.78,1.33,0.41,0.11,1.3,0.12,46.35,0.02,33.55,5.48,3,4.51,0.96,0.19,NA
23099876,23099874,0.8,0.09,1.78,1.33,0.41,0.11,1.3,0.12,46.35,0.02,33.54,5.48,3,4.51,0.96,0.19,NA
23099878,23099876,0.8,0.09,1.78,1.33,0.41,0.11,1.3,0.12,46.35,0.02,33.54,5.48,3,4.51,0.96,0.19,NA
23099880,23099878,0.8,0.09,1.78,1.33,0.41,0.11,1.3,0.12,46.37,0.02,33.54,5.49,3,4.51,0.96,0.19,NA
23099882,23099842,0.01,0,3.35,2.22,0.29,0.07,0.3,0.04,33.4,0.03,39.26,3.51,4.82,11.22,0.99,0.5,NA
23099884,23099882,0.01,0,3.35,2.22,0.28,0.07,0.3,0.04,33.4,0.03,39.27,3.51,4.82,11.22,0.99,0.5,NA
23099886,23099884,0.01,0,2.19,1.88,0.14,0.04,0.34,0.04,37.39,0.03,42.25,3.68,3.3,7.17,1.08,0.48,NA
23099888,23099886,0.01,0,2.07,1.86,0.13,0.04,0.34,0.04,38.34,0.03,42.17,3.77,3.33,6.41,1.04,0.41,NA
23099890,23099888,0.01,0,1.87,1.88,0.13,0.04,0.36,0.05,39.95,0.03,43.02,3.92,3.1,4.27,1.06,0.33,NA
23099892,23099890,0.01,0,1.85,1.92,0.14,0.04,0.37,0.05,41.01,0.04,43.11,3.99,3.02,3.08,1.08,0.31,NA
23099894,23099892,0.01,0,1.87,2.12,0.15,0.04,0.41,0.05,45.44,0.04,41.47,4.36,2.74,0.04,1.11,0.16,NA
23099896,23099894,0.01,0,1.86,2.14,0.15,0.04,0.41,0.05,45.89,0.04,40.98,4.4,2.77,0.03,1.07,0.15,NA
23099898,23099896,0.01,0,1.8,2.15,0.15,0.04,0.42,0.05,46.17,0.04,40.88,4.39,2.73,0,1.05,0.14,NA
23099900,23099898,0.01,0,1.75,2.17,0.15,0.04,0.42,0.05,46.59,0.04,40.52,4.43,2.64,0,1.05,0.14,NA
23099902,23099900,0.01,0,1.59,2.27,0.16,0.04,0.44,0.03,48.91,0.03,39.43,4.53,1.42,0,1.07,0.07,NA
23099906,947030113,0.02,0,1.75,2.22,0.14,0.03,0.67,0.02,56.08,0.03,32.78,4.74,0.34,0,1.17,0.03,NA
23099908,23099906,0.02,0,1.76,2.19,0.14,0.03,0.68,0.02,56.6,0.03,32.53,4.77,0.16,0,1.06,0.02,NA
23099910,23099908,0.02,0,1.81,2.2,0.14,0.03,0.69,0.02,58.13,0.03,30.92,4.9,0.04,0,1.06,0.02,NA
23099912,23099910,0.02,0,1.81,2.2,0.14,0.03,0.7,0.02,58.48,0.03,30.53,4.93,0.04,0,1.07,0.02,NA
23099914,23099912,0.02,0,1.85,2.2,0.14,0.03,0.71,0.02,59.74,0.02,29.16,5.04,0,0,1.04,0.01,NA
23099916,23099914,0.02,0,1.74,2.18,0.15,0.04,0.82,0.03,62.09,0.02,26.31,5.4,0,0,1.19,0.02,NA
23099918,23099916,0.02,0,1.77,2.13,0.15,0.04,0.86,0.03,64.17,0.02,24.01,5.65,0,0,1.14,0.02,NA
23099920,23099918,0.02,0,1.82,2.19,0.16,0.04,0.94,0.03,65.15,0.01,22.3,6.15,0,0,1.18,0.01,NA
23099922,23099920,0.02,0,1.8,2.15,0.16,0.04,0.95,0.03,65.34,0.01,22.08,6.2,0,0,1.19,0.01,NA
23099924,23099922,0.02,0,1.79,2.15,0.16,0.04,0.95,0.03,65.36,0.01,22.06,6.22,0,0,1.19,0.01,NA
23099926,23099924,0.02,0,1.76,2.11,0.16,0.04,0.97,0.03,65.62,0.01,21.73,6.33,0,0,1.2,0.01,NA
23099928,23099926,0,0,2.55,2.29,0,0,0,0,58.42,0.03,28.83,7.53,0,0,0.35,0,NA
23099930,23099928,0,0,2.49,2.29,0,0,0,0,58.62,0.03,28.96,7.3,0,0,0.32,0,NA
23099932,23099930,0,0,2.44,2.73,0,0,0,0,57.6,0.04,29.06,7.76,0,0,0.38,0,NA
23099934,23099932,0,0,2.34,2.27,0,0,0,0,54.52,0.07,33.57,6.78,0,0,0.45,0,NA
23099936,23099926,0.03,0,1.61,2.07,0.2,0.05,1.22,0.04,67.68,0,19.5,6.21,0,0,1.38,0.02,NA
23099938,23099936,0.03,0,1.61,2.07,0.21,0.05,1.26,0.04,67.44,0,19.46,6.4,0,0,1.41,0.02,NA
23099940,23099938,0.05,0,1.61,2.17,0.18,0.04,2.01,0.02,60.44,0,23.81,8.08,0,0,1.57,0.02,NA
23099942,23099940,0.06,0,0.94,1.97,0.23,0.05,2.46,0.02,59.52,0,25.23,7.65,0,0,1.86,0.03,NA
23099944,23099942,0.06,0,0.93,1.98,0.23,0.05,2.48,0.02,59.43,0,25.24,7.68,0,0,1.87,0.03,NA
23099946,23099944,0.09,0,0.88,2.29,0.28,0.07,3.18,0.03,58.07,0,24.56,8.05,0,0,2.49,0.04,NA
23099948,23099946,0.1,0,0.82,2.29,0.29,0.07,3.55,0.03,60.68,0,21.89,7.85,0,0,2.39,0.04,NA
23099950,23099948,0.12,0,0.87,2.51,0.35,0.09,3.68,0.04,56.79,0,24.1,8.86,0,0,2.55,0.05,NA
23099952,23099950,0.14,0,0.71,2.27,0.35,0.1,4.19,0.04,60.13,0,21.45,8.05,0,0,2.51,0.05,NA
23099954,23099952,0.22,0,0.88,3.12,0.25,0.01,2.59,0.07,56.5,0,24.94,8.47,0,0,2.86,0.09,NA
23099956,23099954,0.11,0,0.88,2.93,0.35,0.02,4.02,0,64.96,0,17.64,5.2,0,0,3.84,0.06,NA
23099958,23099956,0.26,0,0.81,2.75,0.32,0,0.32,0,65.27,0,18.96,5.01,0,0,6.16,0.14,NA
23099960,23099958,0,0,0.79,3.17,0.27,0,0,0,74.85,0,12.85,2.67,0,0,5.16,0.23,NA
23099962,23099960,0,0,0.83,3.35,0.29,0,0,0,75.6,0,12.49,1.94,0,0,5.25,0.24,NA
23099964,23099938,0,0,1.58,1.93,0.24,0.07,0.34,0.07,77.08,0.01,13.65,3.83,0,0,1.18,0.01,NA
23099966,23099964,0,0,1.42,1.8,0.24,0.09,0.41,0.08,77.61,0.01,13.15,3.86,0,0,1.32,0.01,NA
23099968,23099966,0,0,1.37,1.88,0.28,0.12,0.57,0.12,76.69,0,13.68,3.62,0,0,1.66,0.02,NA
23099970,23099968,0,0,1.24,1.9,0.33,0.14,0.67,0.14,76.47,0,14.02,3.23,0,0,1.86,0.02,NA
23099972,23099970,0,0,0.87,1.88,0.4,0.17,0.84,0.17,72.92,0,16.45,3.97,0,0,2.29,0.03,NA
23099974,23099972,0,0,0.61,2.04,0.44,0.2,0.91,0.2,70.48,0,18.04,4.46,0,0,2.61,0.01,NA
23099976,23099974,0,0,0.62,2.1,0.42,0.16,0,0.05,68.31,0,20.04,4.68,0,0,3.62,0,NA
23099978,23099976,0,0,0.38,2.05,0.3,0.03,0,0,68.94,0,19.92,4.73,0,0,3.65,0,NA
23099980,23099978,0,0,0.35,2.58,0.26,0.06,0,0,62.71,0,23.04,6.85,0,0,4.15,0,NA
23099982,947030113,0,0,0.88,2.57,0.23,0.09,0.01,0.01,41.06,0.05,48.89,4.48,0.86,0,0.84,0.03,NA
23099984,23099982,0,0,0.91,2.48,0.23,0.09,0.01,0.01,43.33,0.05,46.77,4.64,0.6,0,0.84,0.03,NA
23099986,23099984,0,0,0.97,2.5,0.23,0.1,0.01,0,46.19,0.06,44.22,4.91,0.05,0,0.74,0.02,NA
23099988,23099986,0,0,0.99,2.52,0.23,0.1,0.01,0,47.42,0.06,42.9,5.03,0,0,0.74,0.01,NA
23099990,23099988,0,0,1.02,2.47,0.23,0.1,0.01,0,48.9,0.06,41.32,5.12,0,0,0.76,0,NA
23099992,23099990,0,0,1.05,2.54,0.25,0.11,0,0,51.25,0.06,38.68,5.3,0,0,0.75,0,NA
23099994,23099992,0,0,1.09,2.59,0.25,0.11,0,0,52.72,0.06,37,5.46,0,0,0.71,0,NA
23099996,23099994,0,0,1.07,2.58,0.26,0.13,0,0,60.18,0.03,28.34,6.63,0,0,0.79,0,NA
23099998,23099996,0,0,0.84,2.23,0.28,0.14,0,0,65.52,0.03,22.37,7.98,0,0,0.6,0,NA
23100000,23099998,0,0,0.79,1.98,0.28,0.15,0,0,66.2,0.04,21.73,8.24,0,0,0.6,0,NA
23100002,23100000,0,0,0.7,1.83,0.28,0.16,0,0,67.63,0.04,19.98,8.8,0,0,0.59,0,NA
23100004,23100002,0,0,0.69,1.73,0.28,0.16,0,0,68.73,0.04,18.51,9.27,0,0,0.59,0,NA
23100006,23100004,0,0,0.54,1.79,0.31,0.18,0,0,70.19,0.02,16.02,10.43,0,0,0.51,0,NA
23100008,23100006,0,0,0.36,1.54,0.32,0.19,0,0,68.81,0.02,17.07,11.26,0,0,0.43,0,NA
23100010,23100008,0,0,0.28,1.44,0.34,0.2,0,0,70.05,0.02,15.74,11.56,0,0,0.37,0,NA
23100012,23100010,0,0,0.26,1.8,0.4,0.3,0,0,68.92,0.04,18.49,9.32,0,0,0.48,0,NA
23100014,23100012,0,0,0.17,1.34,0.41,0.33,0,0,70.04,0.04,18.39,8.94,0,0,0.33,0,NA
23100016,23100014,0,0,0,0.36,0.43,0.43,0,0,74.2,0,14.2,10,0,0,0.39,0,NA
23100018,23100016,0,0,0,0.47,0.45,0.47,0,0,69.88,0,15.48,13.11,0,0,0.15,0,NA
23100020,23099720,0.04,0,1.87,2.12,0.57,0.19,0.02,0.07,22.18,0.08,47.86,1.52,3.64,16.57,1.51,1.76,NA
23100022,23100020,0.03,0,1.85,2.12,0.57,0.19,0.02,0.07,22.26,0.08,48.02,1.52,3.66,16.39,1.48,1.74,NA
23100024,23100022,0.03,0,1.85,2.12,0.57,0.19,0.02,0.07,22.29,0.08,48.04,1.51,3.66,16.36,1.48,1.73,NA
23100026,23100024,0.03,0,1.85,2.12,0.57,0.19,0.02,0.07,22.3,0.08,48.05,1.51,3.66,16.35,1.48,1.72,NA
23100028,23100026,0.03,0,1.84,2.12,0.57,0.19,0.02,0.07,22.31,0.08,48.04,1.51,3.66,16.35,1.48,1.72,NA
23100030,23100028,0.03,0,1.84,2.12,0.57,0.19,0.02,0.07,22.31,0.08,48.04,1.51,3.66,16.35,1.48,1.71,NA
23100034,947030115,0.03,0,1.85,2.14,0.57,0.19,0.02,0.07,22.47,0.08,47.95,1.5,3.69,16.27,1.47,1.7,NA
23100038,947030118,0.02,0,1.8,2.19,0.59,0.2,0.02,0.07,23.12,0.08,47.37,1.5,3.8,16.25,1.44,1.55,NA
23100040,23100038,0.02,0,1.79,2.39,0.65,0.22,0.02,0.08,25.51,0.09,47.15,1.52,3.76,14.28,1.29,1.23,NA
23100042,23100040,0.02,0,1.79,2.4,0.65,0.22,0.02,0.08,25.59,0.09,47.29,1.52,3.77,14.08,1.29,1.21,NA
23100044,23100042,0.02,0,1.79,2.4,0.65,0.22,0.02,0.08,25.59,0.09,47.29,1.52,3.77,14.07,1.29,1.21,NA
23100046,23100044,0.02,0,1.79,2.4,0.65,0.22,0.02,0.08,25.59,0.09,47.29,1.52,3.77,14.07,1.29,1.21,NA
23100048,23100046,0.02,0,1.79,2.4,0.65,0.22,0.02,0.08,25.59,0.09,47.3,1.52,3.77,14.07,1.29,1.2,NA
23100050,23100048,0.02,0,1.79,2.4,0.65,0.22,0.02,0.08,25.59,0.09,47.3,1.52,3.77,14.07,1.29,1.2,NA
23100052,23107406,0.01,0,1.78,2.42,0.66,0.22,0.02,0.08,25.83,0.09,47.69,1.52,3.79,13.58,1.26,1.05,NA
23100054,23100052,0.01,0,1.78,2.42,0.66,0.22,0.02,0.08,25.83,0.09,47.7,1.52,3.79,13.56,1.26,1.05,NA
23100056,23100054,0.01,0,1.81,2.42,0.7,0.24,0.01,0.08,26.7,0.08,46.58,1.51,3.95,13.57,1.25,1.08,NA
23100058,23100056,0.01,0,1.6,2.53,0.75,0.27,0.01,0.09,29.28,0.09,48.78,1.31,3.01,9.74,1.35,1.18,NA
23100060,23100058,0.02,0,2.19,2.16,0.45,0.11,0.01,0.07,17.09,0.07,55.01,0.88,5.11,14.2,1.27,1.37,NA
23100062,23100060,0,0,1.93,2.59,0.57,0.15,0.01,0.07,22.38,0.09,55.98,1.11,3.35,8.45,1.6,1.73,NA
23100064,23100062,0,0,1.87,2.62,0.58,0.15,0.01,0.07,22.79,0.09,56.37,1.08,3.35,7.85,1.57,1.59,NA
23100066,23100064,0,0,1.7,2.68,0.59,0.16,0.01,0.06,23.71,0.09,57.14,0.82,3.39,6.64,1.58,1.43,NA
23100068,23100066,0,0,1.68,2.69,0.59,0.16,0.01,0.05,23.83,0.09,57.31,0.82,3.31,6.52,1.56,1.37,NA
23100070,23100068,0,0,1.58,2.65,0.62,0.17,0.01,0.05,25.68,0.1,56.26,0.88,2.48,6.42,1.69,1.42,NA
23100072,23107584,0,0,1.41,2.64,0.62,0.18,0.01,0.06,27.82,0.11,57.4,0.78,2.33,3.79,1.77,1.08,NA
23100074,23100072,0,0,1.37,2.72,0.64,0.19,0.01,0.06,29.24,0.12,57.25,0.78,2.18,2.73,1.79,0.93,NA
23100076,23100074,0,0,1.43,2.79,0.6,0.2,0.01,0.07,28.83,0.13,58.1,0.93,2.34,1.69,1.94,0.94,NA
23100078,23100076,0,0,1.37,2.83,0.61,0.21,0.01,0.07,29.51,0.14,57.61,0.95,2.4,1.44,1.98,0.88,NA
23100080,23100078,0,0,1.29,2.85,0.62,0.21,0.01,0.07,29.93,0.14,57.97,0.96,2.37,0.8,1.99,0.8,NA
23100082,23100080,0,0,1.32,2.97,0.65,0.22,0.01,0.07,32.15,0.15,56.15,0.99,2.23,0.19,2.08,0.81,NA
23100084,23100082,0,0,1.33,3,0.66,0.23,0.01,0.07,32.82,0.15,55.56,1.01,2.21,0,2.12,0.81,NA
23100086,23100084,0,0,1.34,3,0.66,0.23,0.01,0.07,32.96,0.15,55.45,1.02,2.22,0,2.11,0.77,NA
23100088,23100086,0,0,1.47,3.15,0.56,0.19,0.01,0.08,36.37,0.14,52.21,1.23,1.97,0,1.98,0.64,NA
23100090,23100088,0,0,1.46,3.23,0.58,0.19,0.01,0.08,37.61,0.15,51.42,1.27,1.55,0,2.02,0.43,NA
23100092,23100090,0,0,1.43,3.2,0.59,0.2,0.01,0.08,38.29,0.15,51.3,1.29,1.04,0,2.06,0.37,NA
23100094,23100092,0,0,1.52,3.4,0.63,0.21,0.01,0.08,41.03,0.16,48.13,1.32,0.94,0,2.19,0.38,NA
23100096,23100094,0,0,1.68,3.66,0.7,0.24,0.02,0.09,46.31,0.17,42.54,1.36,0.45,0,2.44,0.35,NA
23100098,23100096,0,0,1.67,3.71,0.71,0.24,0.02,0.08,47.29,0.17,41.85,1.39,0.17,0,2.43,0.27,NA
23100100,23100098,0,0,1.7,3.77,0.72,0.25,0.02,0.06,48.03,0.17,41.18,1.41,0.02,0,2.42,0.25,NA
23100102,23100100,0,0,1.61,3.57,0.4,0.08,0.02,0.05,45.49,0.19,45.16,0.99,0,0,2.18,0.27,NA
23100104,23100102,0,0,1.63,3.58,0.41,0.08,0.02,0.03,46.23,0.19,44.84,0.94,0,0,2.01,0.05,NA
23100106,23100104,0,0,1.69,3.49,0.38,0.08,0.02,0.02,48.07,0.2,43.08,0.98,0,0,1.94,0.03,NA
23100108,23100106,0,0,1.72,3.41,0.4,0.08,0.02,0,49.58,0.2,41.84,1.02,0,0,1.69,0.03,NA
23100110,23100108,0,0,1.63,3.31,0.5,0.12,0.03,0,58.14,0.25,33.42,1.38,0,0,1.19,0.03,NA
23100112,23100110,0,0,1.59,3.24,0.54,0.14,0.04,0,65.21,0.23,26.99,1.55,0,0,0.48,0,NA
23100114,23100112,0,0,1.57,3.56,0.59,0.12,0.04,0,72.01,0.29,19.38,1.92,0,0,0.52,0,NA
23100116,23100114,0,0,1.53,3.76,0.66,0.13,0.05,0,74.79,0.28,16.1,2.17,0,0,0.54,0,NA
23100118,23100116,0,0,1.52,3.85,0.68,0.13,0.05,0,76.29,0.27,14.41,2.27,0,0,0.53,0,NA
23100120,23100118,0,0,1.57,3.96,0.66,0.14,0.06,0,77.21,0.24,13.2,2.5,0,0,0.46,0,NA
23100122,23100120,0,0,1.49,4.12,0.74,0.15,0.07,0,78.1,0.27,12.2,2.53,0,0,0.33,0,NA
23100124,23100122,0,0,1.41,4.29,0.81,0.17,0.07,0,78.65,0.24,11.36,2.7,0,0,0.29,0,NA
23100126,23100124,0,0,1.35,4.57,0.9,0.19,0.08,0,78.53,0.25,11.01,2.94,0,0,0.17,0,NA
23100128,23100126,0,0,0.73,4.69,1.08,0.2,0.11,0,77.74,0.04,11.36,3.96,0,0,0.09,0,NA
23100130,23100100,0,0,1.83,4.08,1.19,0.49,0.01,0.06,51.94,0.15,35.42,2,0,0,2.66,0.17,NA
23100132,23100130,0,0,2.29,4.62,1.41,0.62,0.02,0,63.69,0.13,23.8,2.3,0,0,1.09,0.04,NA
23100134,23100132,0,0,0.54,4.45,2.69,1.41,0.04,0,74.45,0.04,11.46,4.79,0,0,0.13,0,NA
23100136,23100086,0,0,0.97,2.48,0.86,0.35,0,0.07,26.91,0.19,62.58,0.58,1.68,0,2.52,0.81,NA
23100138,23100136,0,0,0.94,2.54,0.99,0.42,0,0.05,31.74,0.22,58.56,0.63,0.47,0,2.77,0.67,NA
23100140,23100138,0,0,0.93,2.56,1,0.42,0,0.06,32.2,0.22,59.06,0.64,0,0,2.55,0.36,NA
23100142,23100140,0,0,0.99,2.56,1.47,0.75,0,0.04,37.48,0.26,51.75,0.93,0,0,3.41,0.36,NA
23100144,23100142,0,0,1.04,2.65,1.54,0.79,0,0.04,39.38,0.28,49.62,0.77,0,0,3.58,0.31,NA
23100146,23100144,0,0,0.67,3.53,2.19,1.12,0,0,53.85,0.07,37.14,0.41,0,0,1.02,0,NA
23100148,23100074,0,0,0.98,2.41,0.87,0.15,0,0.01,31.44,0.03,53.85,0.06,1.44,6.97,1.11,0.69,NA
23100150,23100148,0,0,0.24,2.6,0.98,0.18,0,0,36.96,0.04,56.65,0.07,0,0.77,1.28,0.24,NA
23100152,23107594,0,0,0.14,2.6,1.04,0.19,0,0,39.06,0.04,55.37,0.07,0,0,1.33,0.17,NA
23100154,23100152,0,0,0.14,2.56,1.02,0.19,0,0,39.37,0.04,55.24,0.08,0,0,1.25,0.11,NA
23100156,23100154,0,0,0.17,2.7,1.51,0.32,0,0,43.72,0.05,50.19,0,0,0,1.35,0,NA
23100158,23100156,0,0,0.17,3.55,2.11,0.45,0,0,44.69,0,47.28,0,0,0,1.74,0,NA
23100160,23100158,0,0,0.19,3.95,3.41,0.96,0.01,0,53.75,0,37.53,0,0,0,0.2,0,NA
23100162,23100058,0,0,0.77,3.04,1.17,0.47,0.03,0.11,46.1,0.12,40.33,1.9,0.14,3.45,1.44,0.93,NA
23100164,23100162,0,0,0.5,3.16,1.24,0.5,0.02,0.12,48.77,0.13,40.93,1.44,0.08,1.23,1.39,0.5,NA
23100166,23107606,0,0,0.5,3.17,1.24,0.5,0.02,0.12,48.87,0.13,40.89,1.44,0.08,1.18,1.39,0.49,NA
23100168,23100166,0,0,0.36,3.26,1.28,0.52,0.03,0.12,50.94,0.13,39.67,1.32,0.04,0.52,1.4,0.4,NA
23100170,23100168,0,0,0.35,3.27,1.28,0.52,0.03,0.12,51.04,0.13,39.71,1.31,0.04,0.45,1.39,0.34,NA
23100172,23100170,0,0,0.25,3.33,1.31,0.53,0.02,0.13,52.21,0.14,39.27,1.25,0.04,0.1,1.36,0.08,NA
23100174,23100172,0,0,0.25,3.34,1.32,0.54,0.01,0.13,52.4,0.14,39.06,1.24,0.04,0.1,1.36,0.08,NA
23100176,23100174,0,0,0.25,3.36,1.32,0.54,0.01,0.13,52.72,0.14,38.82,1.22,0.01,0.03,1.37,0.07,NA
23100178,23100176,0,0,0.26,3.4,1.33,0.55,0.01,0.13,53.41,0.14,38.14,1.2,0,0.03,1.35,0.07,NA
23100180,23100178,0,0,0.26,3.39,1.34,0.55,0.01,0.13,53.46,0.14,38.1,1.2,0,0.03,1.35,0.06,NA
23100182,23100180,0,0,0.26,3.42,1.35,0.55,0.01,0.13,54.01,0.14,37.51,1.21,0,0,1.36,0.06,NA
23100184,23100182,0,0,0.26,3.45,1.36,0.56,0.01,0.11,54.95,0.14,36.58,1.23,0,0,1.3,0.05,NA
23100186,23100184,0,0,0.27,3.47,1.39,0.58,0.01,0.11,56.37,0.12,35.12,1.27,0,0,1.23,0.06,NA
23100188,23100186,0,0,0.2,3.05,1.48,0.66,0.01,0.11,59.11,0.11,32.49,1.44,0,0,1.28,0.06,NA
23100190,23100188,0,0,0.2,3.06,1.5,0.67,0.01,0.1,59.69,0.09,31.95,1.46,0,0,1.2,0.07,NA
23100192,23100190,0,0,0.15,2.95,1.58,0.72,0.01,0.1,60.53,0.07,31.18,1.57,0,0,1.09,0.07,NA
23100194,23100192,0,0,0.14,2.97,1.62,0.74,0.01,0.11,60.83,0.07,30.76,1.62,0,0,1.06,0.07,NA
23100196,23100194,0,0,0.14,2.97,1.64,0.75,0.01,0.11,60.48,0.07,31.07,1.65,0,0,1.02,0.07,NA
23100198,23100196,0,0,0.12,2.85,1.69,0.78,0.01,0.11,60.16,0.07,31.38,1.73,0,0,1.01,0.08,NA
23100200,23100198,0,0,0.05,1.54,0.72,0.42,0.02,0,50.93,0.06,45.59,0.23,0,0,0.31,0.14,NA
23100202,23100200,0,0,0.02,1.43,0.91,0.54,0.01,0,48.49,0.04,48.33,0.06,0,0,0.05,0.12,NA
23100204,23100202,0,0,0.01,1.17,1.04,0.61,0.01,0,47.44,0.02,49.45,0.07,0,0,0.04,0.14,NA
23100206,23100204,0,0,0.01,1.52,1.46,0.87,0.02,0,48.26,0.02,47.59,0.08,0,0,0,0.19,NA
23100208,23100206,0,0,0.01,1.95,1.79,1.09,0.03,0,49.21,0,45.56,0.1,0,0,0,0.27,NA
23100210,23100208,0,0,0.01,4.65,4.31,1.91,0.08,0,52.32,0,36.61,0.11,0,0,0,0,NA
